id,name,type,power,washing capacity,drying capacity,door position,url,price,today,diff price,diff percent,28/11/21,29/11/21,30/11/21,01/12/21,02/12/21,03/12/21,05/12/21,06/12/21,07/12/21,08/12/21,09/12/21,10/12/21,11/12/21,12/12/21,13/12/21,14/12/21,15/12/21,16/12/21,17/12/21,18/12/21,19/12/21,20/12/21,21/12/21,22/12/21,23/12/21,24/12/21,27/12/21,28/12/21,29/12/21,30/12/21,31/12/21,02/01/22,03/01/22,04/01/22,05/01/22,06/01/22,07/01/22,08/01/22,09/01/22,10/01/22,11/01/22,12/01/22,13/01/22,14/01/22,15/01/22,16/01/22,17/01/22,18/01/22,19/01/22,20/01/22,21/01/22,24/01/22,25/01/22,26/01/22,27/01/22,28/01/22,29/01/22,31/01/22,01/02/22,02/02/22,03/02/22,04/02/22,05/02/22,06/02/22,07/02/22,08/02/22,09/02/22,10/02/22,11/02/22,13/02/22,15/02/22,16/02/22,17/02/22,18/02/22,20/02/22,21/02/22,22/02/22,23/02/22,24/02/22,25/02/22,26/02/22,27/02/22,28/02/22,01/03/22,02/03/22,03/03/22,05/03/22,06/03/22,07/03/22,08/03/22,10/03/22,11/03/22,12/03/22,13/03/22,14/03/22,15/03/22,16/03/22,17/03/22,18/03/22,20/03/22,21/03/22,22/03/22,23/03/22,24/03/22,25/03/22,27/03/22,28/03/22,29/03/22,30/03/22,31/03/22,01/04/22,04/04/22,05/04/22,06/04/22,08/04/22,09/04/22,11/04/22,12/04/22,13/04/22,18/04/22,19/04/22,20/04/22,21/04/22,22/04/22,23/04/22,24/04/22,25/04/22,26/04/22,27/04/22,28/04/22,29/04/22,30/04/22,01/05/22,02/05/22,03/05/22,04/05/22,05/05/22,06/05/22,09/05/22,10/05/22,11/05/22,12/05/22,13/05/22,16/05/22,17/05/22,18/05/22,19/05/22,20/05/22,23/05/22
113904,Samsung WF22T6500GV + DV16T8740BV,Lavadora y Secadora,1800 W.,22 kg.,16 kg.,Frontal,https://www.solotodo.cl/products/113904-samsung-wf22t6500gv-dv16t8740bv,2079297,2099989,20692,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699990,1699990,,,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,1699990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2199990,2049980,2049980,2049980,2049980,2049980,2049980,,,,,1699990,1699990,1699990,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2049980,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989,1699990,1699990,2099989,2099989,2099989,2099989,2099989,2099989,2099989,2099989
112836,LG WD20VV2S6,Lavadora y Secadora,Desconocido,20 kg.,12 kg.,Frontal,https://www.solotodo.cl/products/112836-lg-wd20vv2s6,882751,899990,17239,-2,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,,,,,,,949990,829990,869990,869990,869990,869990,869990,869990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,819990,839990,869990,869990,889990,899990,929990,929990,929990,829990,829990,829990,929990,899990,829990,829990,899990,899990,899990,929990,899990,899990,929990,899990,899990,929990,899990,899990,929990,899990,,899990,899990,899990,899990,1399990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,909990,899990,899990,899990,899990,899990,899990,849990,849990,849990,849990,809990,849990,849990,849990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,,,,,,,919990,919990,,899990
98443,Samsung WD22T6500GV/ZS,Lavadora y Secadora,Desconocido,22 kg.,13 kg.,Frontal,https://www.solotodo.cl/products/98443-samsung-wd22t6500gvzs,979101,999990,20889,-2,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,,,,,,,,,,,,,,,,,1099990,1099990,1099990,1049990,919990,919990,919990,949990,919990,979990,979990,979990,699990,979990,979990,979990,979990,1099990,979990,979990,1099990,979990,1093250,1029990,1029990,926990,1029990,1093250,1093250,1093250,1093250,1093250,1093250,1093250,949990,949990,949990,949990,889990,889990,889990,889990,889990,879990,879990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,949990,948890,948890,948890,948890,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,971991,971991,999990,999990,999990,999990
98441,Samsung WD22T6500GP/ZS,Lavadora y Secadora,Desconocido,22 kg.,13 kg.,Frontal,https://www.solotodo.cl/products/98441-samsung-wd22t6500gpzs,919701,939990,20289,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919990,,999990,999990,839990,999990,909990,909990,909990,909990,879990,889990,839990,909990,909990,909990,909990,909990,699990,909990,909990,909990,909990,909990,909990,909990,909990,,909990,899990,899990,899990,899990,899990,899990,899990,899990,,,999990,979990,979990,979990,909990,899990,899990,899990,899990,899990,919990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,979990,979990,979990,979990,979990,979990,,,,,949990,929990,929990,929990,949990,949990,949990,949990,949990,949990,949990,919990,949990,949990,919990,919990,919990,919990,919990,919990,919990,919990,919990,919990,,,,919990,919990,919990,890991,890991,919990,919990,919990,939990
102397,Mabe MCL2040PSDG0,Lavadora y Secadora,Desconocido,17 kg.,12 kg.,Frontal + Superior,https://www.solotodo.cl/products/102397-mabe-mcl2040psdg0,967882,999990,32108,-3,784990,784990,849990,849990,849990,849990,879990,879990,879990,879990,879990,879990,879990,879990,879990,879990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,839990,879990,879990,879990,879990,879990,879990,879990,879990,849990,849990,849990,849990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,959990,959990,959990,959990,959990,863990,1219990,1219990,1219990,1219990,1219990,1219990,1179990,1079990,1079990,1079990,1079990,1079990,1019990,1019990,1019990,1019990,1019990,1019990,1019990,1019990,1199990,1199990,1199990,1199990,1199990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,1043990,1079990,1079990,1079990,1079990,1079990,1079990,1079990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,949990,949990,949990,949990,999990,899990,899990,899990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,999990,999990
83862,LG WD22VV2S6TW,Lavadora y Secadora,Desconocido,22 kg.,13 kg.,Frontal + Superior,https://www.solotodo.cl/products/83862-lg-wd22vv2s6tw,1228235,1269990,41755,-3,,,,,,,,,,,,,,,,,,,,,,,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1239990,1239990,,,,,,,,1239990,1169990,1169990,1169990,1169990,1170990,1170990,1170990,1199990,1199990,1289990,1289990,1199990,1279990,1279990,1279990,1279990,,,,,,,,,,,,,1309990,1249990,1309990,,,,,,,,,,,,,,,,,,,,,,1249990,1249990,1249990,1249990,1249990,1249990,1289990,1289990,1289990,1289990,,,1289990,1249990,1249990,1249990,,,,1259990,1133990,1259990,1259990,1259990,,,,,,,,,,,,,,,,,,,,,,1269990,,,,,,,,1269990
51082,Winia DWC-K9650X,Lavadora y Secadora,Desconocido,9 kg.,,Frontal,https://www.solotodo.cl/products/51082-winia-dwc-k9650x,327747,339990,12243,-4,299990,299990,299990,299990,299990,299990,339990,339990,339990,339990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,309990,309990,319990,319990,319990,319990,319990,319990,319990,315990,315990,315990,315990,315990,315990,319990,302990,302990,302990,319990,319990,309990,309990,309990,309990,309990,309990,309990,309990,309990,278990,309990,319990,309990,319990,319990,319990,339990,329990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,329990,329990,329990,329990,329990,329990,329990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,323990,349990,359990,339990,339990,339990,339990,319990,319990,359990,359990,359990,359990,359990,359990,359990,359990,359990,349990,349990,349990,349990,349990,349990,349990,349990,339990,339990,339990,329990,329990,329990,329990,339990,339990,339990,339990,339990,339990
98440,Samsung WD20T6300GP/ZS,Lavadora y Secadora,Desconocido,20 kg.,12 kg.,Frontal,https://www.solotodo.cl/products/98440-samsung-wd20t6300gpzs,836702,869990,33288,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999990,999990,899990,899990,749990,749990,899990,809990,809990,809990,809990,809990,749990,809990,749990,789990,819990,819990,809990,809990,809990,809990,809990,809990,809990,773990,999990,999990,999990,999990,999990,809990,809990,809990,809990,809990,809990,809990,809990,799990,799990,799990,799990,799990,799990,799990,789990,789990,789990,789990,799991,799991,799991,799991,799991,799991,799991,799991,799991,799991,799991,799990,799990,799990,799990,799990,799990,799991,799991,799991,799991,799991,799991,799990,799990,799990,909990,849990,849990,859990,909990,909990,799990,799990,799990,799990,829990,859990,799990,829990,1099990,1099990,1099990,1099990,799990,799990,799990,799990,799990,895200,895200,895200,895200,799990,799990,799990,849990,849990,869990
68932,LG WD10WVC4S6,Lavadora y Secadora,Desconocido,10.5 kg.,6 kg.,Frontal,https://www.solotodo.cl/products/68932-lg-wd10wvc4s6,382774,399990,17216,-4,379990,379990,379990,379990,379990,379990,369990,369990,369990,354990,354990,354990,354990,354990,354990,359990,354990,359990,359990,359990,359990,359990,359990,359990,359990,354990,369990,369990,369990,369990,369990,369990,369990,369990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,389990,399990,389990,399990,399990,389990,389990,399990,359990,359990,349990,349990,349990,349990,349990,349990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,359990,379990,359990,359990,359990,379990,389990,389990,389990,389990,399990,399990,399990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,409990,409990,409990,429990,429990,429990,429990,429990,429990,429990,429990,428990,419990,419990,419990,428990,399990,359990,359990,359990,399990,399990,428990,399990,399990,399990,399990,399990,399990,399990,379990,379990,428990,428990,399990,399990,428990,428990,428990,399990,399990,399990
114043,Fensa Ultimate Care 11WD,Lavadora y Secadora,Desconocido,11 kg.,7 kg.,Frontal,https://www.solotodo.cl/products/114043-fensa-ultimate-care-11wd,401878,419990,18112,-5,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,396990,396990,396990,396990,396990,396990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,409990,409990,409990,395990,429990,399990,399990,389990,389990,389990,389990,399990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,419990,419990,419990,419990,395990,419990,419990,419990,419990,407390,419990,409990,409990,399990,399990,399990,409990,409990,409990,409990,409990,409990,409990,409990,409990,387990,409990,399990,399990,399990,399990,399990,419990,419990,429990,429990,429990,419990
112835,Midea MF100D110B/T,Lavadora y Secadora,Desconocido,11 kg.,8 kg.,Frontal,https://www.solotodo.cl/products/112835-midea-mf100d110bt,333449,349990,16541,-5,349990,349990,349990,349990,349990,349990,349990,349990,349990,299990,299990,299990,299990,299990,299990,299990,299990,299990,309990,309990,309990,309990,309990,309990,299990,279990,259990,259990,259990,259990,269990,309990,309990,309990,309990,309990,309990,339990,339990,339990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,344990,344990,344990,359990,359990,359990,359990,359990,359990,359990,359990,329990,329990,329990,305990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,339990,349990,359990,359990,359990,339990,339990,329990,329990,329990,329990,329990,329990,329990,349990,349990,329990,339990,339990,305990,339990,349990,339990,349990,314990,349990,349990,349990,349990,349990,349990,339990,339990,339990,339990,339990,349990,349990,349990,349990,339990,339990,339990,339990,339990,339990,339990,349990,349990,349990,349990,349990,349990,359990,349990,349990,349990,349990
118345,Samsung WD12T754DBN,Lavadora y Secadora,Desconocido,12.5 kg.,7 kg.,Frontal,https://www.solotodo.cl/products/118345-samsung-wd12t754dbn,521750,549990,28240,-5,439990,439990,439990,439990,439990,439990,439990,439990,439990,509990,479990,479990,479990,479990,519990,519990,519990,519990,509990,489990,489990,489990,489990,489990,489990,489990,519990,519990,539990,519990,519990,519990,539990,549990,549990,539990,539990,539990,539990,539990,569990,569990,569990,569990,569990,569990,569990,569990,549990,529990,519990,519990,519990,519990,499990,499990,499990,499990,499990,549990,549990,519990,374990,374990,374990,374990,519990,519990,519990,519990,519990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,519990,519990,519990,519990,519990,519990,519990,519990,519990,519990,549990,512990,549990,549990,539990,539990,503990,539990,539990,539990,559990,549990,539990,539990,539990,539990,539990,549990,599990,539990,599990,599990,599990,599990,599990,599990,,,549990,549990,659990,599990,599990,659990,599990,599990,619990,619990,619990,549990
80222,Midea MLSF-13510SC01I,Lavadora y Secadora,Desconocido,13.5 kg.,10 kg.,Frontal,https://www.solotodo.cl/products/80222-midea-mlsf-13510sc01i,397868,419990,22122,-6,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,379990,379990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,359990,399990,399990,399990,389990,379990,379990,379990,379990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,429990,399990,399990,399990,379990,379990,379990,379990,379990,368990,379990,379990,399990,399990,386990,399990,399990,399990,399990,399990,399990,399990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990
95370,Mabe MCL2040EEBBY0,Lavadora y Secadora,Desconocido,18 kg.,10 kg.,Frontal,https://www.solotodo.cl/products/95370-mabe-mcl2040eebby0,963287,1019990,56703,-6,779990,779990,779990,779990,779990,779990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,979990,979990,899990,929990,929990,929990,929990,919990,919990,919990,929990,929990,929990,929990,929990,929990,979990,979990,979990,979990,1009990,1009990,979990,979990,979990,917990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,1019990,1019990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1079990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,999990,949990,949990,949990,1249990,1099990,1099990,1099990,1099990,1099990,1099990,949990,949990,949990,949990,1099990,929990,929990,929990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,1019990,1019990
95368,Mabe MCL2040EEDGY0,Lavadora y Secadora,Desconocido,18 kg.,10 kg.,Frontal,https://www.solotodo.cl/products/95368-mabe-mcl2040eedgy0,974338,1049990,75652,-8,809990,809990,809990,809990,809990,809990,929990,929990,929990,929990,929990,929990,929990,929990,929990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,,,,,,949990,949990,949990,879990,849990,849990,849990,849990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,959990,959990,909990,909990,909990,863990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,909990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1759990,1759990,,,,,,,,,,,,1099990,1099990,1099990,1099990,1099990,949990,949990,949990,949990,1099990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,1099990,1049990
79096,LG WD22VV2S6,Lavadora y Secadora,Desconocido,22 kg.,13 kg.,Frontal,https://www.solotodo.cl/products/79096-lg-wd22vv2s6,971368,1049990,78622,-8,919990,919990,919990,919990,919990,919990,919990,949990,949990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,949990,949990,949990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,889990,,929990,909990,900990,900990,900990,900990,900990,900990,909990,929990,929990,909990,799990,799990,949990,949990,949990,959990,1069990,959990,959990,959990,959990,999990,979990,979990,979990,999990,999990,999990,999990,999990,999990,1099990,,1099990,1099990,,1099990,1099990,,1099990,,1099990,1059990,1059990,1059990,1059990,1059990,1059990,1059990,1059990,1059990,1059990,1039990,1039990,1039990,1039990,1039990,1039990,1039990,1039990,1039990,1089990,1089990,1039990,1039990,1039990,899990,899990,899990,899990,899990,899990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,1069990,1069990,1179990,1069990,1069990,999990,,,,,,1099990,,989991,,1039990,,1049990
117290,Samsung WD11TA046BX,Lavadora y Secadora,Desconocido,11 kg.,7 kg.,Frontal,https://www.solotodo.cl/products/117290-samsung-wd11ta046bx,434328,469990,35662,-8,389990,389990,399990,399990,399990,399990,399990,399990,409990,449990,449990,449990,409990,409990,409990,409990,419990,449990,429990,409990,409990,409990,449990,449990,409990,409990,409990,409990,459990,409990,409990,409990,409990,409990,469990,469990,469990,469990,469990,469990,469990,449990,449990,439990,429990,429990,429990,429990,429990,429990,419990,360990,360990,360990,399990,399990,399990,399990,399990,399990,399990,399990,429990,429990,429990,413990,429990,429990,429990,409990,409990,409990,439990,439990,409990,409990,439990,409990,409990,409990,419990,419990,419990,439990,409990,439990,399990,449990,449990,449990,409990,449990,429990,439990,449990,439990,449990,449990,429990,439990,449990,429990,449990,429990,429990,419990,429990,429990,429990,459990,431990,459990,459990,459990,449990,422990,449990,449990,449990,459990,469990,469990,469990,449990,449990,449990,449990,449990,469990,469990,469990,469990,469990,469990,469990,509990,469990,469990,469990,469990,469990,469990,469990,459990,459990,459990,469990,469990,469990
117289,Samsung WD11TA046BE,Lavadora y Secadora,Desconocido,11 kg.,7 kg.,Frontal,https://www.solotodo.cl/products/117289-samsung-wd11ta046be,397132,429990,32858,-8,369990,369990,369990,369990,369990,369990,369990,369990,369990,379990,379990,419990,379990,379990,379990,399990,419990,379990,419990,369990,369990,379990,419990,419990,379990,379990,379990,419990,429990,379990,379990,379990,379990,429990,429990,409990,409990,379990,409990,409990,409990,409990,379990,399990,399990,399990,399990,399990,389990,389990,369990,348990,348990,348990,339990,339990,339990,339990,339990,379990,379990,379990,379990,379990,379990,368990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,386990,419990,399990,419990,419990,413990,439990,419990,419990,379990,379990,379990,379990,419990,419990,419990,429990,429990,439990,439990,439990,439990,439990,439990,439990,459990,449990,449990,449990,449990,449990,449990,439990,429990,429990,429990,429990,429990,429990
68633,Fensa Perfect 8WD,Lavadora y Secadora,Desconocido,8 kg.,5 kg.,Frontal,https://www.solotodo.cl/products/68633-fensa-perfect-8wd,320287,349990,29703,-9,299990,299990,299990,299990,299990,299990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,299990,299990,299990,299990,299990,299990,299990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,289990,289990,319990,319990,319990,319990,319990,299990,299990,299990,299990,299990,309990,309990,309990,309990,309990,309990,309990,299990,299990,299990,299990,299990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,319990,319990,319990,299990,299990,299990,329990,329990,299990,299990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,296990,329990,329990,329990,329990,296990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,329990,329990,349990,349990,349990,349990,349990,349990,349990,349990,349990
117980,Samsung WD95T4046CX,Lavadora y Secadora,Desconocido,9.5 kg.,6 kg.,Frontal,https://www.solotodo.cl/products/117980-samsung-wd95t4046cx,377923,419990,42067,-11,349990,349990,349990,349990,349990,349990,354990,354990,359990,379990,379990,379990,379990,379990,379990,379990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,399990,389990,389990,389990,369990,369990,369990,369990,369990,369990,360990,360990,360990,360990,360990,359990,349990,329990,329990,329990,329990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,341990,369990,369990,359990,369990,369990,369990,369990,369990,369990,369990,369990,350990,369990,359990,349990,349990,349990,349990,349990,349990,379990,379990,379990,379990,379990,379990,379990,399990,399990,399990,399990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,399990,399990,377990,399990,399990,399990,399990,386990,399990,399990,399990,419990,399990,399990,399990,399990,399990,399990,399990,399990,426500,426500,389990,399990,399990,399990,429990,419990,419990,419990,419990,419990,419990,419990,419990,413990,413990,399990,399990,419990,419990
100190,Candy CSOW4855TW,Lavadora y Secadora,1600 W.,8 kg.,5 kg.,Frontal,https://www.solotodo.cl/products/100190-candy-csow4855tw,294387,329990,35603,-12,299990,299990,289990,289990,289990,289990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,279990,279990,279990,279990,279990,299990,299990,299990,299990,299990,269990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,249990,249990,249990,249990,249990,249990,249990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,289990,289990,289990,289990,299990,299990,299990,269990,299990,299990,299990,299990,269990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,,,,,,,,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990
117849,Samsung WD95T4046CE,Lavadora y Secadora,1400 W.,9.5 kg.,6 kg.,Frontal,https://www.solotodo.cl/products/117849-samsung-wd95t4046ce,347044,389990,42946,-12,329990,329990,329990,329990,329990,329990,339990,339990,329990,329990,329990,329990,329990,329990,329990,329990,299990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,339990,339990,339990,339990,339990,339990,339990,339990,379990,339990,339990,339990,359990,339990,339990,349990,349990,349990,349990,349990,349990,349990,309990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,319990,319990,319990,319990,319990,319990,329990,329990,329990,319990,319990,319990,319990,319990,319990,319990,319990,319990,319990,349990,349990,349990,349990,349990,349990,349990,349990,359990,359990,359990,349990,359990,359990,349990,349990,349990,349990,349990,369990,379990,335990,335990,341990,379990,379990,335990,379990,379990,379990,379990,379990,409990,409990,409990,409990,389990,389990,389990,389990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,386990,386991,389990,389990,389990,389990
68632,Fensa Perfect 11WD,Lavadora y Secadora,Desconocido,11 kg.,7 kg.,Frontal,https://www.solotodo.cl/products/68632-fensa-perfect-11wd,349956,399990,50034,-14,329990,329990,329990,329990,329990,329990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,329990,349990,329990,329990,329990,329990,329990,329990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,329990,329990,349990,349990,349990,349990,349990,349990,349990,349990,360990,349990,349990,349990,350990,350990,350990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,399990,379990,359990,359990,359990,359990,329990,329990,319990,319990,319990,319990,319990,299990,299990,299990,299990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,379990,379990,379990,379990,379990,379990,379990,359990,350990,389990,350990,350990,350990,350990,249990,379990,379990,379990,369990,369990,369990,369990,239990,239990,239990,349990,349990,339990,339990,339990,339990,339990,339990,339990,339990,379990,379990,379990,379990,379990,379990,389990,395991,389990,399990,399990,399990
118343,Samsung WD12T754DBT,Lavadora y Secadora,Desconocido,12.5 kg.,7 kg.,Frontal,https://www.solotodo.cl/products/118343-samsung-wd12t754dbt,470754,579990,109236,-23,419990,419990,419990,419990,419990,419990,439990,439990,439990,449990,449990,449990,449990,449990,449990,449990,449990,469990,449990,449990,449990,449990,449990,469990,469990,469990,449990,469990,469990,469990,469990,469990,469990,469990,469990,499990,499990,479990,449990,449990,449990,449990,449990,449990,477990,477990,477990,477990,477990,477990,449990,449990,439990,449990,479990,479990,479990,479990,479990,479990,479990,479990,359990,359990,359990,359990,479990,479990,469990,479990,479990,479990,479990,479990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,474990,474990,474990,474990,474990,474990,474990,474990,474990,474990,474990,479990,479990,479990,479990,479990,479990,479990,479990,479990,479990,479990,439990,439990,431990,489990,489990,449990,499990,467990,499990,489990,489990,489990,489990,489990,489990,489990,489990,489990,489990,489990,489990,499990,499990,499990,499990,499990,499990,539990,499990,499990,499990,499990,539990,499990,529990,529990,549990,529990,579990,529990,579990
27406,Winia DWC-PS1512X,Lavadora y Secadora,1200 W.,15 kg.,,Frontal,https://www.solotodo.cl/products/27406-winia-dwc-ps1512x,554995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,,,,,,,,,
