id,name,price,today,diff price,diff percent,url,capacity,frecuency,volts,type,format,08/12/21,09/12/21,10/12/21,11/12/21,12/12/21,13/12/21,14/12/21,15/12/21,16/12/21,17/12/21,18/12/21,19/12/21,20/12/21,21/12/21,22/12/21,23/12/21,24/12/21,27/12/21,28/12/21,29/12/21,30/12/21,31/12/21,02/01/22,03/01/22,04/01/22,05/01/22,06/01/22,07/01/22,08/01/22,09/01/22,10/01/22,11/01/22,12/01/22,13/01/22,14/01/22,15/01/22,16/01/22,17/01/22,18/01/22,19/01/22,20/01/22,21/01/22,24/01/22,25/01/22,26/01/22,27/01/22,28/01/22,29/01/22,31/01/22,01/02/22,02/02/22,03/02/22,04/02/22,05/02/22
84061,Crucial CT8G4SFS832A (1 x 8GB | SO-DIMM DDR4-3200),49771,36990,-12781,26,https://www.solotodo.cl/products/84061-crucial-ct8g4sfs832a-1-x-8gb-so-dimm-ddr4-3200,1 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,,,,,,,,,,,,,,,,,,,,,,,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990
129310,Crucial CT2K16G4SFRA32A (2 x 16GB | SO-DIMM DDR4-3200),193990,149990,-44000,23,https://www.solotodo.cl/products/129310-crucial-ct2k16g4sfra32a-2-x-16gb-so-dimm-ddr4-3200,2 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,193990,149990
116556,Lexar LD4AS008G-R3200GSST (1 x 8GB | SO-DIMM DDR4-3200),40214,31190,-9024,22,https://www.solotodo.cl/products/116556-lexar-ld4as008g-r3200gsst-1-x-8gb-so-dimm-ddr4-3200,1 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,35264,35264,35264,35264,35264,35264,35264,35264,35264,31190,31190,31190,31190,31190,31190,31190,31190,31190,31190,31190,31190,31190
71646,Kingston HyperX Impact HX432S20IB2/8 (1 x 8GB | SO-DIMM DDR4-3200),50238,40000,-10238,20,https://www.solotodo.cl/products/71646-kingston-hyperx-impact-hx432s20ib28-1-x-8gb-so-dimm-ddr4-3200,1 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,41000,41000,41000,41000,41000,41000,41000,41000,59900,59900,59900,59900,59900,,59900,59900,59900,59900,41000,41000,41000,41000,41000,41000,41000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
126263,G.Skill Ripjaws F4-3200C18D-32GRS (2 x 16GB | SO-DIMM DDR4-3200),228140,189990,-38150,17,https://www.solotodo.cl/products/126263-gskill-ripjaws-f4-3200c18d-32grs-2-x-16gb-so-dimm-ddr4-3200,2 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,220990,220990,220990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220990,220990,220990,220990,231990,,,,231990,231990,231990,231990,231990,231990,231990,231990,231990,231990,231990,,,231990,189990
130319,Team T-Create Classic TTCCD464G3200HC22DC-S01 (2 x 32GB | SO-DIMM DDR4-3200),262990,219990,-43000,16,https://www.solotodo.cl/products/130319-team-t-create-classic-ttccd464g3200hc22dc-s01-2-x-32gb-so-dimm-ddr4-3200,2 x 32GB,3200 MHz,1.20 V,DDR4,SO-DIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262990,262990,262990,262990,262990,262990,262990,262990,262990,262990,262990,219990
124266,Corsair Vengeance CMSX32GX4M2A3000C18 (2 x 16GB | SO-DIMM DDR4-3000),185257,154990,-30267,16,https://www.solotodo.cl/products/124266-corsair-vengeance-cmsx32gx4m2a3000c18-2-x-16gb-so-dimm-ddr4-3000,2 x 16GB,3000 MHz,1.20 V,DDR4,SO-DIMM,182990,182990,182990,182990,182990,182990,182990,182990,,,,,,,,,,,,,,,,,,,,,,,,190990,190990,190990,190990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,194990,194990,194990,194990,194990,194990,154990
124271,Crucial Ballistix BL2K8G32C16S4B (2 x 8GB | SO-DIMM DDR4-3200),124990,104990,-20000,16,https://www.solotodo.cl/products/124271-crucial-ballistix-bl2k8g32c16s4b-2-x-8gb-so-dimm-ddr4-3200,2 x 8GB,3200 MHz,1.35 V,DDR4,SO-DIMM,148990,148990,148990,148990,148990,148990,148990,148990,,,,,,,,,,,,,,,,,,,,,,,,112990,112990,112990,112990,112990,112990,112990,112990,112990,112990,112990,112990,130990,130990,130990,130990,112990,112990,112990,112990,112990,112990,104990
129651,G.Skill Ripjaws F4-3200C22D-64GRS (2 x 32GB | SO-DIMM DDR4-3200),254990,214990,-40000,16,https://www.solotodo.cl/products/129651-gskill-ripjaws-f4-3200c22d-64grs-2-x-32gb-so-dimm-ddr4-3200,2 x 32GB,3200 MHz,1.20 V,DDR4,SO-DIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,254990,214990
124261,Corsair Vengeance CMSX32GX4M2A3200C22 (2 x 16GB | SO-DIMM DDR4-3200),186190,159990,-26200,14,https://www.solotodo.cl/products/124261-corsair-vengeance-cmsx32gx4m2a3200c22-2-x-16gb-so-dimm-ddr4-3200,2 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,183990,183990,183990,183990,183990,183990,183990,183990,,,,,,,,,,,,,,,,,,,,,,,,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,186990,159990
124268,Corsair Vengeance CMSX16GX4M2A3000C16 (2 x 8GB | SO-DIMM DDR4-3000),127190,109990,-17200,14,https://www.solotodo.cl/products/124268-corsair-vengeance-cmsx16gx4m2a3000c16-2-x-8gb-so-dimm-ddr4-3000,2 x 8GB,3000 MHz,1.20 V,DDR4,SO-DIMM,139990,139990,139990,139990,139990,139990,139990,139990,,,,,,,,,,,,,,,,,,,,,,,,130990,130990,130990,130990,114990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,109990
124273,Corsair Vengeance CMSX16GX4M2A3200C22 (2 x 8GB | SO-DIMM DDR4-3200),119805,104990,-14815,12,https://www.solotodo.cl/products/124273-corsair-vengeance-cmsx16gx4m2a3200c22-2-x-8gb-so-dimm-ddr4-3200,2 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,119990,119990,119990,119990,119990,119990,119990,119990,,,,,,,,,,,,,,,,,,,,,,,,119990,119990,119990,119990,114990,119990,119990,119990,119990,119990,119990,,,,119990,119990,119990,119990,119990,119990,119990,119990,104990
124272,Corsair Vengeance CMSX16GX4M2A2933C19 (2 x 8GB | SO-DIMM DDR4-2933),118290,104990,-13300,11,https://www.solotodo.cl/products/124272-corsair-vengeance-cmsx16gx4m2a2933c19-2-x-8gb-so-dimm-ddr4-2933,2 x 8GB,2933 MHz,1.20 V,DDR4,SO-DIMM,109990,109990,109990,109990,109990,109990,109990,109990,,,,,,,,,,,,,,,,,,,,,,,,112990,112990,112990,112990,108990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,123990,104990
129652,G.Skill Ripjaws F4-3200C18D-16GRS (2 x 8GB | SO-DIMM DDR4-3200),134990,119990,-15000,11,https://www.solotodo.cl/products/129652-gskill-ripjaws-f4-3200c18d-16grs-2-x-8gb-so-dimm-ddr4-3200,2 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,134990,119990
124277,G.Skill Ripjaws F4-3200C16D-16GRS (2 x 8GB | SO-DIMM DDR4-3200),140257,124990,-15267,11,https://www.solotodo.cl/products/124277-gskill-ripjaws-f4-3200c16d-16grs-2-x-8gb-so-dimm-ddr4-3200,2 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,140990,140990,140990,140990,140990,140990,140990,140990,,,,,,,,,,,,,,,,,,,,,,,,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,124990
124274,Team Elite TED432G3200C22DC-S01 (2 x 16GB | SO-DIMM DDR4-3200),149857,134990,-14867,10,https://www.solotodo.cl/products/124274-team-elite-ted432g3200c22dc-s01-2-x-16gb-so-dimm-ddr4-3200,2 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,143990,143990,143990,143990,143990,143990,143990,143990,,,,,,,,,,,,,,,,,,,,,,,,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,151990,134990
124275,G.Skill Ripjaws F4-3000C16D-16GRS (2 x 8GB | SO-DIMM DDR4-3000),120990,109990,-11000,9,https://www.solotodo.cl/products/124275-gskill-ripjaws-f4-3000c16d-16grs-2-x-8gb-so-dimm-ddr4-3000,2 x 8GB,3000 MHz,1.20 V,DDR4,SO-DIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,120990,109990
124269,Corsair Vengeance CMSX16GX4M2A3000C18 (2 x 8GB | SO-DIMM DDR4-3000),112257,104990,-7267,6,https://www.solotodo.cl/products/124269-corsair-vengeance-cmsx16gx4m2a3000c18-2-x-8gb-so-dimm-ddr4-3000,2 x 8GB,3000 MHz,1.20 V,DDR4,SO-DIMM,109990,109990,109990,109990,109990,109990,109990,109990,,,,,,,,,,,,,,,,,,,,,,,,108990,108990,108990,108990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,104990
116555,Lexar LD4AS016G-R3200GSST (1 x 16GB | SO-DIMM DDR4-3200),84632,79990,-4642,5,https://www.solotodo.cl/products/116555-lexar-ld4as016g-r3200gsst-1-x-16gb-so-dimm-ddr4-3200,1 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,85990,82990,82990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990
124276,G.Skill Ripjaws F4-3200C22D-32GRS (2 x 16GB | SO-DIMM DDR4-3200),147149,139990,-7159,5,https://www.solotodo.cl/products/124276-gskill-ripjaws-f4-3200c22d-32grs-2-x-16gb-so-dimm-ddr4-3200,2 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,134990,134990,134990,134990,134990,134990,134990,134990,136347,136347,136347,136347,136347,136347,136347,136347,136347,,,,,,,,,,,,,,,146990,146990,146990,146990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,157990,139990
97727,Apacer Nox A4S08G32CLYBDAA-1 (1 x 8GB | SO-DIMM DDR4-3200),48216,45990,-2226,5,https://www.solotodo.cl/products/97727-apacer-nox-a4s08g32clybdaa-1-1-x-8gb-so-dimm-ddr4-3200,1 x 8GB,3200 MHz,1.35 V,DDR4,SO-DIMM,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,46990,52990,52990,52990,52990,52990,52990,52990,52990,52990,52990,52990,52990,52990,46990,46990,46990,46990,46990,45990,45990,45990,45990,45990,45990,45990,45990,45990,45990,45990,45990,45990,45990
129308,Crucial CT2K8G4SFRA32A (2 x 8GB | SO-DIMM DDR4-3200),109990,104990,-5000,5,https://www.solotodo.cl/products/129308-crucial-ct2k8g4sfra32a-2-x-8gb-so-dimm-ddr4-3200,2 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,109990,104990
108868,A-DATA AD4S32008G22-SGN (1 x 8GB | SO-DIMM DDR4-3200),44624,42990,-1634,4,https://www.solotodo.cl/products/108868-a-data-ad4s32008g22-sgn-1-x-8gb-so-dimm-ddr4-3200,1 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990
124714,Team Elite TED416G3200C22DC-S01 (2 x 8GB | SO-DIMM DDR4-3200),92990,89990,-3000,3,https://www.solotodo.cl/products/124714-team-elite-ted416g3200c22dc-s01-2-x-8gb-so-dimm-ddr4-3200,2 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,92990,89990
92697,Crucial CT16G4SFRA32A (1 x 16GB | SO-DIMM DDR4-3200),79013,76990,-2023,3,https://www.solotodo.cl/products/92697-crucial-ct16g4sfra32a-1-x-16gb-so-dimm-ddr4-3200,1 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,72840,72840,72840,72840,72840,72840,72890,72890,72890,72890,72890,72890,72890,72890,72890,72890,78850,78850,78850,78850,78850,78850,78850,78850,84990,84990,84990,84990,84990,84990,84990,91808,91808,91808,91808,,,,,,,79900,,,,72352,68490,68490,68490,89990,89990,89990,89990,76990
84882,Crucial CT16G4SFD832A (1 x 16GB | SO-DIMM DDR4-3200),94367,91990,-2377,3,https://www.solotodo.cl/products/84882-crucial-ct16g4sfd832a-1-x-16gb-so-dimm-ddr4-3200,1 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,94990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990
86666,Kingston KCP432SS8/8 (1 x 8GB | SO-DIMM DDR4-3200),39862,38980,-882,2,https://www.solotodo.cl/products/86666-kingston-kcp432ss88-1-x-8gb-so-dimm-ddr4-3200,1 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,42000,42000,42000,42000,42000,42000,43690,43690,43690,43690,40840,37515,37515,38511,38511,41490,41690,43690,41786,42090,39849,39849,39151,39141,38930,39000,39000,38990,38990,38990,38990,38990,38990,39000,39000,39000,39000,39000,39000,38980,38980,38980,38980,38980,36132,36110,38870,38870,38870,38870,38870,38980,38980,38980
122201,G.Skill Ripjaws F4-3200C22S-16GRS (1 x 16GB | SO-DIMM DDR4-3200),79575,77990,-1585,2,https://www.solotodo.cl/products/122201-gskill-ripjaws-f4-3200c22s-16grs-1-x-16gb-so-dimm-ddr4-3200,1 x 16GB,3200 MHz,1.20 V,DDR4,SO-DIMM,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,77990,77990,77990,77990,77990,77990,77990,77990,77990,77990,77990,77990
124265,Team T-Create Classic TTCCD416G3200HC22DC-S01 (2 x 8GB | SO-DIMM DDR4-3200),91723,89990,-1733,2,https://www.solotodo.cl/products/124265-team-t-create-classic-ttccd416g3200hc22dc-s01-2-x-8gb-so-dimm-ddr4-3200,2 x 8GB,3200 MHz,1.20 V,DDR4,SO-DIMM,90990,90990,90990,90990,90990,90990,90990,90990,,,,,,,,,,,,,,,,,,,,,,,,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,89990
