id,name,price,today,diff price,diff percent,url,capacity,bus,format,08/12/21,09/12/21,10/12/21,11/12/21,12/12/21,13/12/21,14/12/21,15/12/21,16/12/21,17/12/21,18/12/21,19/12/21,20/12/21,21/12/21,22/12/21,23/12/21,24/12/21,27/12/21,28/12/21,29/12/21,30/12/21,31/12/21,02/01/22,03/01/22,04/01/22,05/01/22,06/01/22,07/01/22,08/01/22,09/01/22,10/01/22,11/01/22,12/01/22,13/01/22,14/01/22,15/01/22,16/01/22,17/01/22,18/01/22,19/01/22,20/01/22,21/01/22,24/01/22,25/01/22,26/01/22,27/01/22,28/01/22,29/01/22,31/01/22,01/02/22,02/02/22,03/02/22,04/02/22,05/02/22,06/02/22,07/02/22,08/02/22,09/02/22,10/02/22,11/02/22,13/02/22,15/02/22,16/02/22,17/02/22,18/02/22,20/02/22,21/02/22,22/02/22,23/02/22,24/02/22,25/02/22,26/02/22,27/02/22,28/02/22,01/03/22,02/03/22,03/03/22,05/03/22,06/03/22,07/03/22,08/03/22,10/03/22,11/03/22,12/03/22,13/03/22,14/03/22,15/03/22,16/03/22,17/03/22,18/03/22,20/03/22,21/03/22,22/03/22,23/03/22,24/03/22,25/03/22,27/03/22,28/03/22,29/03/22,30/03/22,31/03/22,01/04/22,04/04/22,05/04/22,06/04/22,08/04/22,09/04/22,11/04/22,12/04/22,13/04/22,18/04/22,19/04/22,20/04/22,21/04/22,22/04/22,23/04/22,24/04/22,25/04/22,26/04/22,27/04/22,28/04/22,29/04/22,30/04/22,01/05/22,02/05/22,03/05/22,04/05/22,05/05/22,06/05/22,09/05/22,10/05/22,11/05/22,12/05/22,13/05/22,16/05/22,17/05/22,18/05/22,19/05/22,20/05/22,23/05/22
99333,Corsair Force MP600 500 GB (CSSD-F500GBMP600),95350,88990,-6360,7,https://www.solotodo.cl/products/99333-corsair-force-mp600-500-gb-cssd-f500gbmp600,500 GB,PCI Express 4.0,M.2,106425,106425,106425,109930,106194,106194,106425,109990,109940,106194,105990,105990,105990,105990,105990,104990,104990,104990,104990,104990,104990,104990,104990,104990,104990,104990,103990,103990,103990,103990,103990,98990,98990,98990,97990,97990,97990,97990,97990,103990,103990,102990,102970,99900,99900,99900,99900,99900,100990,100990,100990,100990,100990,94990,94990,94990,94590,94590,94590,94590,94590,93790,93790,93790,93790,93790,93790,94590,94590,93090,94590,94590,94590,94590,94590,94590,94590,92500,90536,90536,89990,89990,89990,89990,89960,89960,89960,89950,89950,89052,88839,88839,88839,87847,87196,87000,86886,86886,86391,85619,86102,85497,86000,86000,90000,89990,88990,88990,91890,91890,91890,91890,91890,91182,90100,90100,90090,90090,90090,73578,73330,73208,91160,92990,91160,91150,91160,91160,91160,91160,89690,89690,89690,89690,89000,89000,89000,89000,89000,88990
56883,Samsung 970 Evo Plus 1 TB (MZ-V7S1T0B/AM),160653,149990,-10663,7,https://www.solotodo.cl/products/56883-samsung-970-evo-plus-1-tb-mz-v7s1t0bam,1 TB,PCI Express 3.0,M.2,174990,174990,174990,174990,174990,174990,174990,174990,,,,,,,,,,,,,,,,,,,,,,,,179990,179990,179990,179990,174990,174990,174990,174990,162990,162990,162990,162990,162990,162990,162990,162990,162990,162990,174990,174990,174990,,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,159990,,,,,159990,159990,,,,159990,159990,159990,159990,144990,144990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,159990,,,,,,,,,,,159990,159990,149990
125632,Kingston KC3000 1 TB (SKC3000S/1024G),183561,171570,-11991,7,https://www.solotodo.cl/products/125632-kingston-kc3000-1-tb-skc3000s1024g,1 TB,PCI Express 4.0,M.2,190490,189990,189940,191490,191246,191196,191196,191613,188480,188430,189038,189038,189004,188480,188390,188340,188340,188340,188340,188340,188340,188340,188340,188340,188340,187990,187940,187940,184761,184710,184710,184710,187026,188150,187020,182890,182890,182890,182870,175690,175690,175690,181260,181184,180946,180930,180692,246293,246293,246293,246293,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,220990,170176,168430,167808,170160,170870,170870,170870,169707,169690,169817,169800,169800,169800,169980,167708,167690,168100,168100,167294,167270,165284,164497,163283,163283,164098,162838,162268,162505,161596,161596,160808,159386,161007,156740,156740,156740,156740,156740,156740,156740,156740,156740,156740,156740,156740,156740,184990,184990,184990,184990,184990,177974,177375,177077,179184,177964,177964,176501,177796,180092,179134,178819,178819,178800,178530,177308,177140,177130,176403,175063,174915,171570
115168,Samsung 980 Pro 2 TB (MZ-V8P2T0B/AM),373804,349990,-23814,6,https://www.solotodo.cl/products/115168-samsung-980-pro-2-tb-mz-v8p2t0bam,2 TB,PCI Express 4.0,M.2,403990,403990,403990,403990,403990,403990,403990,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,399900,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,329990,329990,329990,329990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,329900,329900,329900,459000,459000,459000,459000,459000,459000,309990,309990,309990,309990,309990,309990,309990,309990,309990,309990,309990,309990,459000,459000,459000,459000,459000,459000,329900,329900,329900,459000,459000,459000,459000,459000,459000,459000,459000,349990,349990,349990
125108,Crucial P5 Plus 1 TB (CT1000P5PSSD8),178448,167200,-11248,6,https://www.solotodo.cl/products/125108-crucial-p5-plus-1-tb-ct1000p5pssd8,1 TB,PCI Express 4.0,M.2,199750,199340,199290,197990,197940,197940,198990,189990,179360,179968,179968,179968,179968,179360,183008,184224,183616,181792,181990,181990,181792,179968,181990,181990,189990,189990,189990,189990,189990,189990,189990,188480,188390,188480,187264,186048,186048,186048,186030,209990,209990,187990,187990,187990,187990,187990,187990,187990,187990,209990,209990,209990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,166030,158688,162336,162336,162336,162336,160512,160490,160490,160490,160490,160000,160000,160000,159900,159900,159900,159900,159880,159880,159880,159900,159900,159900,159900,159900,159900,159296,159296,159900,159900,160000,160000,160000,160000,160000,160000,160000,168990,174990,199990,199990,199990,199990,198990,198990,164160,164160,164160,167200,170790,170240,169632,169632,169632,169600,169600,169600,169600,170790,170790,170790,173000,173000,172672,173000,172500,172064,170500,169024,167200
125110,Crucial P5 Plus 500 GB (CT500P5PSSD8),104618,98200,-6418,6,https://www.solotodo.cl/products/125110-crucial-p5-plus-500-gb-ct500p5pssd8,500 GB,PCI Express 4.0,M.2,,,,,,,,,122208,121010,120960,120960,120590,120540,121940,122940,122000,120940,121940,120940,119990,119940,119940,119940,119940,117690,117640,117640,117640,117640,117640,117640,117940,113000,113000,112980,112980,112980,112980,109990,109990,109990,112980,112980,112970,112970,112980,111000,110980,110500,110390,110370,109390,103990,103970,103970,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,98990,98990,98990,98990,98200,98200,98200,97990,97990,97990,97990,97990,97990,97990,97990,97990,97890,97890,97890,97890,97890,97890,97890,97890,97990,97990,97896,97990,97990,96990,96990,96990,96990,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200,98200
131470,Kingston FURY Renegade 4 TB (SFYRD/4000G),1066058,1001984,-64074,6,https://www.solotodo.cl/products/131470-kingston-fury-renegade-4-tb-sfyrd4000g,4 TB,PCI Express 4.0,M.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144344,1125931,1115855,1095350,1061835,1069595,1069580,1064790,1064770,1064770,1064770,1064770,1064770,1064532,1064510,1064790,1064790,1064790,1064770,1064790,1064770,1064770,1064770,1073272,1075900,1069308,1071951,1071930,1071930,1066663,1107470,1115450,1069436,1061480,1061480,1066789,1062826,1062810,1056216,1050780,1050780,1036387,1036370,1036370,1033804,1033804,1041678,1036387,1057543,1074594,1074570,1123540,1123540,1070730,1083973,1087945,1087920,1087920,1087920,1109093,1109070,1109070,1096390,1094090,1043897,1056318,1049184,1049184,1049160,1048922,1043926,1041516,1041516,1041500,1052340,1052340,1038051,1019890,1019890,1019890,1019890,1011712,1001984
125109,Crucial P5 Plus 2 TB (CT2000P5PSSD8),403875,379990,-23885,6,https://www.solotodo.cl/products/125109-crucial-p5-plus-2-tb-ct2000p5pssd8,2 TB,PCI Express 4.0,M.2,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,364990,364990,364990,364990,424990,424990,424990,369990,369990,369990,369990,369990,369990,369990,349990,349990,349990,349990,349990,349990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,429990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,424990,394990,394990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,379990,379990,379990,379990
101540,Western Digital Black AN1500 1 TB (WDS100T1X0L),307646,289990,-17656,6,https://www.solotodo.cl/products/101540-western-digital-black-an1500-1-tb-wds100t1x0l,1 TB,PCIe 3.0,Tarjeta PCIe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309500,309500,307356,307356,308961,306523,306523,308500,307356,308500,308500,308500,309990,309990,309990,309990,309990,309990,309990,309990,309990,309990,309990,309990,309990,306990,306990,306990,306990,306990,306989,309990,309990,309990,309990,309990,309990,309990,309990,309990,289990,289990,289990,289990
93093,Western Digital Black SN850 1 TB (WDS100T1X0E),183174,173990,-9184,5,https://www.solotodo.cl/products/93093-western-digital-black-sn850-1-tb-wds100t1x0e,1 TB,PCI Express 4.0,M.2,189990,189990,189990,189990,189990,189990,189900,189900,189900,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,229900,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189900,189990,189990,189990,189990,189990,189990,189990,177990,177990,177990,177990,177990,177990,174990,174990,174990,174990,174990,174990,161640,158090,174990,174990,174990,174990,174990,179990,189900,189900,189900,189900,179990,179990,179990,179990,179990,174900,174900,174900,174900,174900,174900,174900,174900,174900,174900,174900,169990,169990,169990,174900,174900,174900,174900,174900,174900,174900,169990,195990,195990,195990,195990,195990,195990,195990,183390,164669,167393,167393,191410,177210,166683,174900,174900,174900,174900,174900,174900,174900,174900,195990,195965,195965,195965,195965,195965,182990,182990,182990,182990,182990,182990,182990,182990,182990,182990,182990,174900,174900,173990,173990
113346,Hikvision E100N 512 GB (HS-SSD-E100N/512G),53130,50611,-2519,5,https://www.solotodo.cl/products/113346-hikvision-e100n-512-gb-hs-ssd-e100n512g,512 GB,SATA 3 (6.0 Gb/s),M.2,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,54500,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,50611
60614,Western Digital Black 1 TB (WDS100T3XHC),146681,139990,-6691,5,https://www.solotodo.cl/products/60614-western-digital-black-1-tb-wds100t3xhc,1 TB,PCI Express 3.0,M.2,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990,139990
42562,Crucial MX500 2 TB (CT2000MX500SSD1),182578,175000,-7578,4,https://www.solotodo.cl/products/42562-crucial-mx500-2-tb-ct2000mx500ssd1,2 TB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,180000,170000,170000,170000,170000,170000,170000,170000,170000,170000,170000,199990,199990,199990,199990,199990,199990,170000,170000,170000,170000,170000,170000,170000,170000,170000,170000,170000,170000,206990,206990,206990,206990,206980,206980,206000,204980,198000,175000,175000,175000,175000,175000
136555,Dell 960 GB (345-BBDJ),659757,636901,-22856,3,https://www.solotodo.cl/products/136555-dell-960-gb-345-bbdj,960 GB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674900,682500,682500,650475,650475,658254,654221,655892,654777,654777,667064,662670,658137,657574,657574,654777,649802,649254,636901
136556,Dell 1920 GB (345-BBDN),1211217,1169393,-41824,3,https://www.solotodo.cl/products/136556-dell-1920-gb-345-bbdn,1920 GB,SATA 3 (6.0 Gb/s),"3.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238900,1251990,1251990,1194314,1194314,1208599,1201192,1204262,1202213,1202213,1224773,1216705,1208381,1207349,1207349,1202213,1193079,1192073,1169393
126920,Lenovo 5200 1920 GB (4XB7A10155),690825,667180,-23645,3,https://www.solotodo.cl/products/126920-lenovo-5200-1920-gb-4xb7a10155,1920 GB,SATA 3 (6.0 Gb/s),"3.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718607,694174,689425,688836,688836,685906,680694,680120,667180
85190,Seagate FireCuda 520 1 TB (ZP1000GM3A002),195610,189000,-6610,3,https://www.solotodo.cl/products/85190-seagate-firecuda-520-1-tb-zp1000gm3a002,1 TB,PCI Express 4.0,M.2,207543,207543,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206990,206940,206940,206940,206940,205360,205310,206530,206940,205831,206990,206990,206990,206990,206990,206990,206990,206990,206990,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199941,199920,180070,180070,199941,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,198840,198840,189990,198840,198840,198840,198840,198840,189990,189990,189990,189990,189990,189990,189990,189980,189980,189980,189980,189980,189990,189990,189990,189990,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,173816,173231,172940,176831,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000,189000
125633,Kingston KC3000 512 GB (SKC3000S/512G),109770,106362,-3408,3,https://www.solotodo.cl/products/125633-kingston-kc3000-512-gb-skc3000s512g,512 GB,PCI Express 4.0,M.2,115990,115990,115990,115990,115990,115990,115990,115990,114304,114912,114912,114664,114664,114304,114664,114664,114664,115990,115990,117990,117880,117344,116736,116736,116498,114590,114590,114590,112654,112654,112654,114167,114654,114600,114020,111490,111490,111490,111490,107090,107090,107090,110528,110656,110418,110662,110656,110418,110418,111051,107590,107590,106490,109690,109690,109690,109690,112190,111952,110190,109952,109810,120460,120460,118190,118170,118170,118170,108072,107308,109907,112500,109109,109109,109109,105554,106226,105973,106736,106736,104190,104190,104014,104190,104190,104190,103756,104190,102744,102300,101498,101498,102002,100144,100144,100144,100144,100144,99992,99107,100113,98890,98890,99587,99083,103890,103890,103890,106900,106900,106900,106900,106900,106900,106900,106900,106900,106900,115040,115040,115040,115040,115040,115040,115040,110474,109853,109180,105990,105990,109273,110990,110666,109909,107990,107990,107990,107990,107990,106362
81538,SuperTalent TeraNova 1 TB (FTM1TN325H),82490,79990,-2500,3,https://www.solotodo.cl/products/81538-supertalent-teranova-1-tb-ftm1tn325h,1 TB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84990,84990,84990,84990,84990,84990,84990,84990,84990,84990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990
42560,Crucial MX500 1 TB (CT1000MX500SSD1),102861,99980,-2881,3,https://www.solotodo.cl/products/42560-crucial-mx500-1-tb-ct1000mx500ssd1,1 TB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99307,99307,98787,97918,99500,99500,99480,99500,99500,99980,99980,99980,99980,99980,99980,99980,108690,108690,108690,102980,102980,101990,101990,101990,102980,102980,102980,102980,102980,102980,102980,102980,107500,107500,107500,107500,107800,107800,107800,107600,107550,100000,99990,99980
140083,Dell 960 GB (345-BDRK),666444,649222,-17222,3,https://www.solotodo.cl/products/140083-dell-960-gb-345-bdrk,960 GB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670295,670295,667443,662372,661814,649222
127679,Hikvision E3000 STD 512 GB (HS-SSD-E3000(STD)/512G),59316,58000,-1316,2,https://www.solotodo.cl/products/127679-hikvision-e3000-std-512-gb-hs-ssd-e3000std512g,512 GB,PCI Express 3.0,M.2,,,,,,,,,,,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,57542,,,,,,,,,,57542,57542,57542,57542,57542,57542,57542,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,69900,57542,57542,57542,57542,58000,58000,58000,58000,58000,58000,58000
41539,A-DATA Ultimate SU800 1 TB (ASU800SS-1TT-C),106832,104988,-1844,2,https://www.solotodo.cl/products/41539-a-data-ultimate-su800-1-tb-asu800ss-1tt-c,1 TB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104700,104700,104700,104700,104700,104700,104700,104700,104700,104700,104700,104700,106900,106900,106900,106900,106900,106900,106900,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,108003,104988,104988
60612,Western Digital Black 500 GB (WDS500G3XHC),81146,79990,-1156,1,https://www.solotodo.cl/products/60612-western-digital-black-500-gb-wds500g3xhc,500 GB,PCI Express 3.0,M.2,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,91990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,,,,,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990,79990
122133,Kingston DC450R 7680 GB (SEDC450R/7680G),1110351,1096724,-13627,1,https://www.solotodo.cl/products/122133-kingston-dc450r-7680-gb-sedc450r7680g,7680 GB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018693,1047880,,1087959,1087940,1106029,,,,1077982,1075365,1077982,1098486,1098486,1098486,1120736,1116965,1115089,1128356,1120736,1120736,1120736,1134140,1127189,1129426,1127505,1127505,1153020,1141095,1133289,1132320,1132320,1127505,1118939,1117995,1096724
69482,Kingston DC450R 3840 GB (SEDC450R/3840G),584621,578109,-6512,1,https://www.solotodo.cl/products/69482-kingston-dc450r-3840-gb-sedc450r3840g,3840 GB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536811,545245,,573437,573420,573420,566745,566745,569044,568121,566741,573601,573601,573601,,,,,,,,618122,625343,622454,595357,594345,594345,608100,601508,597393,596883,596873,594345,589829,589331,578109
112930,Western Digital Black SN850 Call of Duty: Black Ops Cold War 1 TB (WDBB2F0010BNC-WRSN),222364,219900,-2464,1,https://www.solotodo.cl/products/112930-western-digital-black-sn850-call-of-duty-black-ops-cold-war-1-tb-wdbb2f0010bnc-wrsn,1 TB,PCI Express 4.0,M.2,223758,223758,223758,223500,223270,223270,223500,223500,223500,223270,223500,223270,223500,223270,223270,223270,223270,235416,235366,235366,232694,232644,233966,234940,234940,235366,235370,235370,219283,219283,231850,235370,223175,224151,229850,229880,252970,252970,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900,219900
133780,Seagate FireCuda 530 2 TB (ZP2000GM3A013),445679,441132,-4547,1,https://www.solotodo.cl/products/133780-seagate-firecuda-530-2-tb-zp2000gm3a013,2 TB,PCI Express 4.0,M.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468361,463073,455818,452437,452437,452000,451980,450693,450000,446830,446810,446500,441732,441668,441500,441500,441480,441000,441000,441000,441000,448000,448000,431596,431596,433347,433347,432295,433347,436696,436696,441589,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,448000,441132
114526,Kingston DC500R 7680 GB (SEDC500R/7680G),1386652,1373191,-13461,1,https://www.solotodo.cl/products/114526-kingston-dc500r-7680-gb-sedc500r7680g,7680 GB,SATA 3 (6.0 Gb/s),"2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260971,1280190,1342212,1342190,1357990,1386446,,,,1349581,1346303,1349581,1362458,1362458,,1405026,1400298,1397946,1414579,1405026,1405026,1405026,1421830,1413116,1414148,1411742,1411742,1444450,1428760,1418985,1417773,1417763,1411742,1401016,1399835,1373191
111407,Hikvision E1000 512 GB (HS-SSD-E1000/512G),53430,52990,-440,1,https://www.solotodo.cl/products/111407-hikvision-e1000-512-gb-hs-ssd-e1000512g,512 GB,PCI Express 3.0,M.2,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52800,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,52900,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,54990,52990
