id,name,type,price,today,diff price,diff percent,screen,size,hearth rate,waterproof,conectividad,url,23/11/21,24/11/21,25/11/21,26/11/21,28/11/21,29/11/21,30/11/21,01/12/21,02/12/21,03/12/21,05/12/21,06/12/21,07/12/21,08/12/21,09/12/21,12/12/21,13/12/21,14/12/21,15/12/21,16/12/21,17/12/21,18/12/21,19/12/21,20/12/21,21/12/21,22/12/21,23/12/21,24/12/21,27/12/21,28/12/21,29/12/21,30/12/21,31/12/21,02/01/22,03/01/22,04/01/22,05/01/22,06/01/22,07/01/22,08/01/22,09/01/22,10/01/22,11/01/22,12/01/22,13/01/22,14/01/22,15/01/22,16/01/22,17/01/22,18/01/22,19/01/22,20/01/22,21/01/22,24/01/22,25/01/22,26/01/22,27/01/22,28/01/22,29/01/22,31/01/22,01/02/22,02/02/22,03/02/22,04/02/22,05/02/22,06/02/22,07/02/22,08/02/22,09/02/22,10/02/22,11/02/22,12/02/22,13/02/22,15/02/22,16/02/22,17/02/22,18/02/22,20/02/22,21/02/22,22/02/22,23/02/22,24/02/22,25/02/22,26/02/22,27/02/22,28/02/22,01/03/22,02/03/22,03/03/22,05/03/22,06/03/22,07/03/22,08/03/22,10/03/22,11/03/22,12/03/22,13/03/22,14/03/22,15/03/22,16/03/22,17/03/22,18/03/22,20/03/22,21/03/22,22/03/22,23/03/22,24/03/22,25/03/22,27/03/22,28/03/22,29/03/22,30/03/22,31/03/22,01/04/22,04/04/22,05/04/22,06/04/22,08/04/22,09/04/22,11/04/22,12/04/22,13/04/22,18/04/22,19/04/22,20/04/22,21/04/22,22/04/22,23/04/22,24/04/22,25/04/22,26/04/22,27/04/22,28/04/22,29/04/22,30/04/22,01/05/22,02/05/22,03/05/22,04/05/22,05/05/22,06/05/22,09/05/22,10/05/22,11/05/22,12/05/22,13/05/22,16/05/22,17/05/22,18/05/22,19/05/22,20/05/22,23/05/22
127002,Apple Watch Series 7 41mm (GPS / Aluminium Case / Starlight),Smartwatch,407219,389990,-17229,4,"Retina LTPO OLED 1,7"" táctil (352x430 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/127002-apple-watch-series-7-41mm-gps-aluminium-case-starlight,,,,,,,,,,,,,,,,449990,449990,449990,409990,409990,409990,409990,459990,449990,422890,413390,413390,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,422890,413390,413390,413390,413390,413390,413390,413390,400490,400490,400490,422890,400490,400490,400490,400490,400490,400490,400490,404690,404690,404690,408990,408990,408990,408990,413390,413390,413390,413390,413390,413390,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,419990,419990,419990,419990,419990,419990,399990,399990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,399990,399990,399990,399990,399990,,399990,399990,399990,399990,409990,399990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,399990,359990,409990,409990,399990,399025,399025,399990,399025,399025,399990,389990,389990,389990,389990,389990,389990,399990,399990,389990
127009,Apple Watch Series 7 45mm (GPS / Aluminium Case / Blue),Smartwatch,436399,419990,-16409,4,"Retina LTPO OLED 1.9"" táctil (396x484 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/127009-apple-watch-series-7-45mm-gps-aluminium-case-blue,,,,,,,,,,,,,,,,449990,449990,449990,449990,449990,449990,,,,499990,499990,499990,499990,454680,454680,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,430590,430590,430590,449990,430590,430590,430590,430590,430590,430590,430590,435190,435190,435190,439790,439790,439790,439790,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,449990,444490,444490,444490,449990,449990,449990,419990,419990,419990,419990,419990,419990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,417090,417090,417090,429990,435220,435220,429990,429990,429990,429990,429990,,435220,435220,435220,435220,440990,454680,429990,429990,429990,419990,419990,419990,419990,419990,429990,429990,399990,399990,399990,399990,429990,429990,429990,419990,419990,419990,449990,419990,419990,419990,419990,419990,419990,429990,429990,419990
127007,Apple Watch Series 7 45mm (GPS / Aluminium Case / Green),Smartwatch,435422,419990,-15432,4,"Retina LTPO OLED 1.9"" táctil (396x484 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/127007-apple-watch-series-7-45mm-gps-aluminium-case-green,,,,,,,,,,,,,,,,449990,449990,449990,449990,449990,449990,449990,449990,449990,479990,479990,479990,479990,479990,479990,479990,479990,467990,454680,454680,454680,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,430590,430590,430590,449990,430590,430590,430590,430590,430590,430590,430590,435190,435190,435190,439790,439790,439790,439790,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,444490,449990,444490,444490,444490,449990,449990,449990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,439990,439990,429990,429990,429990,429990,429990,,429990,429990,429990,429990,429990,429990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,429990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990
88109,Apple Watch 6 40mm (GPS + Cellular / Sport Band / Pink Sand) [M06N3BE/A],Smartwatch,476740,459990,-16750,4,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
GSM
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/88109-apple-watch-6-40mm-gps-cellular-sport-band-pink-sand-m06n3bea,479990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,,,,,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,,,,,,,,,,,,,,,,,,,,,,,,,,,,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990
127887,Apple Watch Series 7 45mm (GPS + Cellular / Midnight Aluminium Case / Midnight),Smartwatch,558350,539990,-18360,3,"Retina LTPO OLED 1.9"" táctil (396x484 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/127887-apple-watch-series-7-45mm-gps-cellular-midnight-aluminium-case-midnight,,,,,,,,,,,,,,,,,,,,,,,,,619990,619990,619990,619990,619990,,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,619990,599990,599990,599990,599990,579990,579990,579990,579990,579990,559990,559990,559990,579990,579990,579990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,544990,549990,544990,544990,544990,544990,544990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,559990,559990,549990,559990,549990,549990,549990,568990,549990,549990,549990,568990,568990,549990,549990,549990,549990,549990,,549990,549990,549990,568990,568990,549990,539990,539990,539990,509990,509990,509990,509990,509990,539990,539990,539990,539990,539990,539990,549990,549990,549990,549990,549990,549990,559990,549990,549990,549990,549990,549990,549990,559990,559990,539990
59514,Apple Watch 3 42mm - Space Gray (MTF32CL/A),Smartwatch,216317,209990,-6327,3,OLED táctil (312x390 px.),M,Sí,Sí,"Bluetooth Low Energy (LE) 4.2
NFC
Wi-Fi",https://www.solotodo.cl/products/59514-apple-watch-3-42mm-space-gray-mtf32cla,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,199990,199990,179990,199990,199990,199990,199990,179990,219990,219990,219990,219990,219990,199990,219990,219990,219990,219990,219990,219990,199990,219990,229990,229990,229990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,222990,222990,229990,229990,229990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,209990,209990,209990,209990,209990,209990,209990,209990,209990,209990,218190,209990,209990,223090,223090,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,219990,219990,219990,219990,219990,219990,209990,209990,209990,209990,209990,209990,209990,214990,209990,209990
88322,Apple Watch 6 44mm (GPS Only / Sport Band / Silver) [M00D3BE/A],Smartwatch,429349,416990,-12359,3,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88322-apple-watch-6-44mm-gps-only-sport-band-silver-m00d3bea,399990,399990,399990,399990,419990,419990,399990,399990,399990,399990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,419990,459990,459990,459990,459990,459990,459990,459990,459990,459990,459990,419990,419990,419990,419990,419990,419990,419990,439990,439990,439990,439990,439990,419990,419990,419990,342990,342990,342990,342990,,,,,,,,,489990,489990,489990,489990,489990,489990,489990,489990,469990,469990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387990,387990,387990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489990,489990,416990,416990,416990
127004,Apple Watch Series 7 41mm (GPS / Aluminium Case / Blue),Smartwatch,400205,389990,-10215,3,"Retina LTPO OLED 1,7"" táctil (352x430 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/127004-apple-watch-series-7-41mm-gps-aluminium-case-blue,,,,,,,,,,,,,,,,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,429990,429990,422890,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,400490,400490,400490,409990,400490,400490,400490,400490,400490,400490,400490,404690,404690,404690,408990,408990,408990,408990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,409990,399990,399990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,396990,379990,379990,379990,379990,379990,369990,369990,369990,369990,369990,369990,369990,369990,396990,396990,396990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,389990,319121,319121,396990,396990,396990,396990,394990,394990,396990,399990,399990,399990,399990,399990,399990,399990,399990,389990
88111,Apple Watch 6 40mm (GPS Only / Sport Band / Blue) [MG143BE/A],Smartwatch,385823,376990,-8833,2,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88111-apple-watch-6-40mm-gps-only-sport-band-blue-mg143bea,369990,349990,349990,349990,349990,349990,349990,369990,369990,369990,369990,369990,369990,369990,369990,387990,369990,369990,387990,387990,387990,387990,387990,387990,387990,387990,387990,387990,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,314990,397690,397690,397690,314990,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,359990,359990,359990,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,397690,,,397690,397690,397690,397690,359990,359990,359990,359990,359990,359990,359990,,397690,397690,397690,397690,397690,397690,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,376990,376990
88320,Apple Watch 6 44mm (GPS Only / Sport Band / Blue) [M00J3BE/A],Smartwatch,426557,416990,-9567,2,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88320-apple-watch-6-44mm-gps-only-sport-band-blue-m00j3bea,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,,,,,,,,,,,,,,,,,,,429990,429990,,,,,,,,,,,399990,399990,399990,399990,399990,399990,399990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489990,489990,489990,489990,489990,489990,489990,416990,489990,416990
129052,Apple Watch Series 7 Nike+ 41mm (GPS + Cellular / Starlight Aluminium Case / Pure Platinum Black),Smartwatch,541816,529990,-11826,2,"Retina LTPO OLED 1,7"" táctil (352x430 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/129052-apple-watch-series-7-nike-41mm-gps-cellular-starlight-aluminium-case-pure-platinum-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,,,549990,549990,549990,549990,549990,549990,549990,549990,549990,,,549990,549990,549990,549990,549990,549990,549990,,,549990,549990,549990,549990,,549990,549990,,,549990,,549990,549990,549990,549990,549990,549990,549990,,,,549990,,,549990,549990,,,,549990,,,,536990,536990,536990,536990,536990,,536990,536990,,536990,536990,,549990,536990,536990,,,549990,529990,529990,529990,529990,529990,529990,529990,529990,549990,549990,549990,549990,549990,549990,549990,519990,519990,519990,519990,519990,519990,519990,519990,519990,519990,519990,519990,529990,529990,529990
91814,Apple Watch SE Nike 40mm (GPS Only / Sport Band / Silver / Pure Platinum Black),Smartwatch,285917,279990,-5927,2,"Retina LTPO OLED 1,6"" táctil (324x394 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/91814-apple-watch-se-nike-40mm-gps-only-sport-band-silver-pure-platinum-black,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,299990,299990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,289990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,299990,269990,269990,269990,269990,269990,269990,269990,269990,269990,289990,289990,289990,289990,289990,289990,269990,269990,269990,289990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,289990,279990,279990,279990,279990,279990,279990,279990,279990,259990,259990,259990,279990,279990,259990,259990,259990,279990,259990,259990,259990,259990,259990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,279990,304990,279990,279990,279990,279990
124329,Apple Watch SE 44mm (GPS + Cellular / Sport Loop / Silver / Abyss Blue Moss Green),Smartwatch,366250,359990,-6260,2,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
GSM
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/124329-apple-watch-se-44mm-gps-cellular-sport-loop-silver-abyss-blue-moss-green,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,,,369990,369990,369990,369990,369990,369990,369990,369990,,,,369990,,,,,,,,,,,,,,,,,,,,,,,,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990
88107,Apple Watch 6 40mm (GPS + Cellular / Sport Band / Product RED) [M06R3BE/A],Smartwatch,477590,469990,-7600,2,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88107-apple-watch-6-40mm-gps-cellular-sport-band-product-red-m06r3bea,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990,469990
126793,Apple Watch SE 44mm (GPS + Cellular / Sport Loop / Gold / Maize White),Smartwatch,365770,359990,-5780,2,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
GSM
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/126793-apple-watch-se-44mm-gps-cellular-sport-loop-gold-maize-white,,,,,,,,,,,,,,369990,369990,369990,369990,369990,,,,,,,,,,,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,,,,,,,,,,,,,,,,,,,,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,369990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990,359990
88316,Apple Watch 6 44mm (GPS + Cellular / Sport Band / Product RED) [M09C3BE/A],Smartwatch,507590,499990,-7600,1,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88316-apple-watch-6-44mm-gps-cellular-sport-band-product-red-m09c3bea,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990
125591,Apple Watch SE 40mm (GPS + Cellular / Sport Loop / Gold / Maize),Smartwatch,334805,329990,-4815,1,"Retina LTPO OLED 1,6"" táctil (324x394 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
GSM
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/125591-apple-watch-se-40mm-gps-cellular-sport-loop-gold-maize,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,,,,,,,,,,,,,,,339990,339990,339990,339990,339990,339990,339990,339990,339990,,,,,,,,,,,,,,,,339990,339990,,,,,,,,,,,,,,,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,339990,329990,329990,329990,329990,329990,329990,329990,329990,329990,329990,319990,319990,319990,319990,319990,319990,319990,319990,329990,329990,329990,329990,329990,329990,329990,319990,319990,319990,319990,319990,319990,319990,319990,319990,329990,329990,329990,329990,329990,329990
127006,Apple Watch Series 7 45mm (GPS / Aluminium Case / Starlight),Smartwatch,446345,439990,-6355,1,"Retina LTPO OLED 1.9"" táctil (396x484 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/127006-apple-watch-series-7-45mm-gps-aluminium-case-starlight,,,,,,,,,,,,,,,,449990,449990,449990,449990,449990,449990,449990,449990,449990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,439990,439990,439990,439990,,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990,439990
59515,Apple Watch 3 38mm - Silver (MTEY2CL/A),Smartwatch,181685,179990,-1695,1,"OLED 1.5"" táctil (272x340 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 4.2
NFC
Wi-Fi",https://www.solotodo.cl/products/59515-apple-watch-3-38mm-silver-mtey2cla,189990,189990,189990,189990,179990,179990,189990,169990,189990,189990,189990,189990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,189990,189990,179990,189990,189990,199990,199990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,179990,179990,179990,179990,179990,179990,189990,189990,189990,189990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,189990,189990,189990,193990,199990,169990,169990,199990,193990,193990,193990,189990,189990,189990,189990,189990,189990,189990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,169990,169990,169990,169990,169990,169990,179990,179990,179990,189990,179990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990
59753,Apple Watch 3 38mm - Space Gray (MTF02CL/A),Smartwatch,181447,179990,-1457,1,"OLED 1.5"" táctil (272x340 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 4.2
NFC
Wi-Fi",https://www.solotodo.cl/products/59753-apple-watch-3-38mm-space-gray-mtf02cla,189990,189990,189990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,199990,199990,199990,199990,199990,199990,199990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,179990,179990,179990,179990,179990,179990,189990,189990,189990,189990,189990,189990,169990,169990,169990,189990,189990,189990,189990,189990,189990,189990,189990,193990,193990,169990,169990,199990,193990,193990,193990,189990,189990,189990,189990,189990,189990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990,169990,169990,169990,179990,169990,169990,169990,169990,169990,169990,169990,169990,169990,179990,179990,179990,179990,179990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,169990,179990,179990,179990,179990,179990,179990,179990,179990,179990,179990
127013,Apple Watch Series 7 45mm (GPS + Cellular / Green Aluminium Case / Clover),Smartwatch,563917,559990,-3927,1,"Retina LTPO OLED 1.9"" táctil (396x484 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/127013-apple-watch-series-7-45mm-gps-cellular-green-aluminium-case-clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,619990,619990,,,,,,,,,,,,,,,,,,,,,,,,,,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,579990,549990,549990,549990,549990,549990,549990,549990,568990,568990,549990,549990,549990,549990,549990,,549990,549990,549990,549990,568990,549990,539990,539990,539990,509990,509990,509990,509990,509990,539990,539990,539990,539990,539990,539990,549990,549990,549990,549990,549990,549990,,549990,549990,549990,549990,,549990,559990,559990,559990
59513,Apple Watch 3 42mm - Silver (MTF22CL/A),Smartwatch,221095,219990,-1105,0,OLED táctil (312x390 px.),M,Sí,Sí,"Bluetooth Low Energy (LE) 4.2
NFC
Wi-Fi",https://www.solotodo.cl/products/59513-apple-watch-3-42mm-silver-mtf22cla,219990,229990,229990,229990,219990,219990,219990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,236090,236090,236090,236090,236090,236090,236090,236090,236090,236090,228690,228690,228690,236512,228690,228690,228690,228690,228690,228690,228690,231090,231090,233990,237045,237045,237045,235600,239890,234054,238690,235938,238381,234556,238404,236536,236091,238505,239590,236512,236512,236090,236090,236090,236512,199990,199990,199990,236512,236512,236512,236512,236512,236512,236512,236512,236512,236512,238702,236512,233215,231102,231102,231102,231102,231102,231102,231102,229990,229990,229990,189990,189990,189990,184990,184990,199990,199990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,189990,219990,219990,219990,219990,219990,219990,219990,219990,219990,229990,229256,219990,219990,219990,219990,219990,219990,219990,219990
