id,name,price,today,diff price,diff percent,type,watts,m2,m3,url,15/12/21,16/12/21,17/12/21,18/12/21,19/12/21,20/12/21,21/12/21,22/12/21,23/12/21,24/12/21,27/12/21,28/12/21,29/12/21,30/12/21,31/12/21,02/01/22,03/01/22,04/01/22,05/01/22,06/01/22,07/01/22,08/01/22,09/01/22,10/01/22,11/01/22,12/01/22,13/01/22,14/01/22,15/01/22,16/01/22,17/01/22,18/01/22,19/01/22,20/01/22,21/01/22,24/01/22,25/01/22,26/01/22,27/01/22,28/01/22,29/01/22,31/01/22,01/02/22,02/02/22,03/02/22,04/02/22,05/02/22,06/02/22,07/02/22,08/02/22,09/02/22,10/02/22,11/02/22,13/02/22,15/02/22,16/02/22,17/02/22,18/02/22,20/02/22,21/02/22,22/02/22,23/02/22,25/02/22,26/02/22,27/02/22,28/02/22,01/03/22,02/03/22,03/03/22,05/03/22,06/03/22,07/03/22,08/03/22,10/03/22,11/03/22,12/03/22,13/03/22,14/03/22,15/03/22,16/03/22,17/03/22,18/03/22,20/03/22,21/03/22,22/03/22,23/03/22,24/03/22,25/03/22,27/03/22,28/03/22,29/03/22,30/03/22,31/03/22,01/04/22,04/04/22,05/04/22,06/04/22,08/04/22,09/04/22,11/04/22,12/04/22,13/04/22,18/04/22,19/04/22,20/04/22,21/04/22,22/04/22,23/04/22,24/04/22,25/04/22,26/04/22,27/04/22,28/04/22,29/04/22,30/04/22,01/05/22,02/05/22,03/05/22,04/05/22,05/05/22,06/05/22,09/05/22,10/05/22,11/05/22,12/05/22,13/05/22,16/05/22,17/05/22,18/05/22,19/05/22,23/05/22
132286,Ferlux Flora (Negro),941870,1049990,108120,-11,Estufa a Pellet,8600 W.,150 m2,195 m3,https://www.solotodo.cl/products/132286-ferlux-flora-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,879900,779990,779990,,,,,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,927990,999990,999990,999990,999990,999990,999990,,,,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,1049990,1049990,1049990,1049990,1049990,1049990,1049990,1049990
38112,Alcazar P1800 (rojo),1335644,1499990,164346,-12,Estufa a Pellet,7000 W.,Desconocido,Desconocido,https://www.solotodo.cl/products/38112-alcazar-p1800-rojo,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1169990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1464990,1499990
62418,Yunque Alaska 850 (Negro),911776,1164990,253214,-28,Estufa a Pellet,8700 W.,150 m2,Desconocido,https://www.solotodo.cl/products/62418-yunque-alaska-850-negro,849990,849990,849990,849990,849990,849990,849990,849990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849990,849990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,,,,,,,,,,,,,,899990,899990,899990,899990,899990,899990,,,,,,,,,,,,,899990,899990,899990,899990,,,,,,,,1164990,1164990,1164990,1164990,1164990,1164990
105652,Toyotomi PS-9800,1099990,,,,Estufa a Pellet,8600 W.,150 m2,Desconocido,https://www.solotodo.cl/products/105652-toyotomi-ps-9800,,,,,,,,,,,,1099990,1099990,1099990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,1099990,,,,,,,1099990,1099990,1099990,1099990,1099990,1099990,1099990,
38114,Bosca Eco Smart (Negro),907133,,,,Estufa a Pellet,8300 W.,120 m2,Desconocido,https://www.solotodo.cl/products/38114-bosca-eco-smart-negro,,,,,,,,,,,,,,,,,,,,,,,,,949990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899990,899990,899990,899990,899990,899990,,
114065,Recco NB-PI,735748,,,,Estufa a Pellet,0 W.,90 m2,Desconocido,https://www.solotodo.cl/products/114065-recco-nb-pi,,,,,,,,,,,,,,,,,,,,,,,,,,679990,679990,679990,679990,679990,679990,679990,679990,679990,679990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,759990,,
75620,Amesti Italy 7000 (Rojo),859990,,,,Estufa a Pellet,7300 W.,130 m2,Desconocido,https://www.solotodo.cl/products/75620-amesti-italy-7000-rojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859990,859990,859990,859990,,859990,859990,859990,859990,,859990,859990,859990,859990,859990,859990,859990,859990,,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,,,,,,,
114061,Bosca Hera+ (Verde),848430,,,,Estufa a Pellet,9000 W.,120 m2,Desconocido,https://www.solotodo.cl/products/114061-bosca-hera-verde,769990,769990,769990,769990,769990,769990,769990,769990,849990,769990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,819990,819990,819990,859990,859990,,,,,859990,,,,,,,,859990,,,,,,,,,,,
120443,Bosca Hera+ (Azul),847515,,,,Estufa a Pellet,9000 W.,120 m2,Desconocido,https://www.solotodo.cl/products/120443-bosca-hera-azul,769990,769990,769990,769990,769990,769990,769990,769990,769990,769990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,849990,859990,859990,859990,859990,859990,859990,859990,,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,,,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,859990,819990,,,,,,,,,,,,,,,,,859990,,,,,,,,,,,
131715,Yunque Roma (Negro),888879,,,,Estufa a Pellet,0 W.,Desconocido,Desconocido,https://www.solotodo.cl/products/131715-yunque-roma-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,,,,,,,,,,,,,899990,899990,899990,899990,,,,,,,,,,,,,
62406,Alcazar P2000 Gris,1536990,,,,Estufa a Pellet,8900 W.,120 m2,Desconocido,https://www.solotodo.cl/products/62406-alcazar-p2000-gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536990,1536990,1536990,1536990,1536990,1536990,,,1536990,1536990,1536990,1536990,,,1536990,,1536990,1536990,1536990,,1536990,1536990,1536990,1536990,1536990,,1536990,1536990,1536990,1536990,,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,1536990,,,,,,,,,,,,,,,,,
62404,Alcazar P3000 Gris,1710990,,,,Estufa a Pellet,12000 W.,140 m2,Desconocido,https://www.solotodo.cl/products/62404-alcazar-p3000-gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710990,1710990,1710990,1710990,1710990,1710990,,,1710990,1710990,1710990,1710990,,,1710990,,1710990,1710990,1710990,,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,1710990,,,,,,,,,,,,,,,,,
61819,Amesti Italy 6100 (Negro),716582,,,,Estufa a Pellet,6600 W.,118 m2,Desconocido,https://www.solotodo.cl/products/61819-amesti-italy-6100-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799990,799990,799990,799990,699900,699900,699900,699900,699900,699900,699900,699900,799990,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,699900,,,,,,,,,,,,,,,,,,,
70926,Ungaro Foglia 7KW (Moka),2549990,,,,Estufa a Pellet,6500 W.,120 m2,Desconocido,https://www.solotodo.cl/products/70926-ungaro-foglia-7kw-moka,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70932,Ungaro Liby 7KW (Negra),2699990,,,,Estufa a Pellet,6500 W.,120 m2,Desconocido,https://www.solotodo.cl/products/70932-ungaro-liby-7kw-negra,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70931,Ungaro Liby 7KW (Moka),2699990,,,,Estufa a Pellet,6500 W.,120 m2,Desconocido,https://www.solotodo.cl/products/70931-ungaro-liby-7kw-moka,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,2699990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70923,Ungaro Foglia 7KW (Blanca),2549990,,,,Estufa a Pellet,6500 W.,120 m2,Desconocido,https://www.solotodo.cl/products/70923-ungaro-foglia-7kw-blanca,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,2549990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
