id,name,model,price,today,diff price,diff percent,capacity,format,bundle,url,12/12/21,13/12/21,14/12/21,15/12/21,16/12/21,17/12/21,18/12/21,19/12/21,20/12/21,21/12/21,22/12/21,23/12/21,24/12/21,27/12/21,28/12/21,29/12/21,30/12/21,31/12/21,02/01/22,03/01/22,04/01/22,05/01/22,06/01/22,07/01/22,08/01/22,09/01/22,10/01/22,11/01/22,12/01/22,13/01/22,14/01/22,15/01/22,16/01/22,17/01/22,18/01/22,19/01/22,20/01/22,21/01/22,24/01/22,25/01/22,26/01/22,27/01/22,28/01/22,29/01/22,31/01/22,01/02/22,02/02/22,03/02/22,04/02/22,05/02/22,06/02/22,07/02/22,08/02/22,09/02/22,10/02/22,11/02/22,13/02/22,15/02/22,16/02/22,17/02/22,18/02/22,20/02/22,21/02/22,22/02/22,23/02/22,25/02/22,26/02/22,27/02/22,28/02/22,01/03/22,02/03/22,03/03/22,05/03/22,06/03/22,07/03/22,08/03/22,10/03/22,11/03/22,12/03/22,13/03/22,14/03/22,15/03/22,16/03/22,17/03/22,18/03/22,20/03/22,21/03/22,22/03/22,23/03/22,24/03/22,25/03/22,27/03/22,28/03/22,29/03/22,30/03/22,31/03/22,01/04/22,04/04/22,05/04/22,06/04/22,08/04/22,09/04/22,11/04/22,12/04/22,13/04/22,18/04/22,19/04/22,20/04/22,21/04/22,22/04/22,23/04/22,24/04/22,25/04/22,26/04/22,27/04/22,28/04/22,29/04/22,30/04/22,01/05/22,02/05/22,03/05/22,04/05/22,05/05/22,06/05/22,09/05/22,10/05/22,11/05/22,12/05/22,13/05/22,16/05/22,17/05/22,18/05/22,19/05/22,20/05/22,23/05/22
133582,Sony PlayStation 5 (Blu-Ray / Glacier White) + Gran Turismo 7,Sony PlayStation 5,899620,869990,-29630,3,825 GB,Sobremesa,Gran Turismo 7,https://www.solotodo.cl/products/133582-sony-playstation-5-blu-ray-glacier-white-gran-turismo-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999990,999990,999990,999990,999990,999990,,939990,939990,939990,939990,939990,939990,939990,999990,919990,899990,899990,889990,889990,889990,889990,,879990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990,869990
128467,Sony PS4 Slim 500 GB + Control Adicional + Horizon: Zero Dawn + Ratchet & Clank,Sony PlayStation 4 Slim 500 GB,563177,549990,-13187,2,500 GB,Sobremesa,"Control Adicional
Horizon: Zero Dawn
Ratchet & Clank",https://www.solotodo.cl/products/128467-sony-ps4-slim-500-gb-control-adicional-horizon-zero-dawn-ratchet-clank,,,,,,,,,,,,,,,,,599990,,,,,,,,,,,,,,,,,,,,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,599990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,,,,,,,549990,549990,549990,549990,549990,,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990
126625,Sony PS4 Slim 500 GB + Horizon: Zero Dawn + Ratchet & Clank,Sony PlayStation 4 Slim 500 GB,511846,499990,-11856,2,500 GB,Sobremesa,"Horizon: Zero Dawn
Ratchet & Clank",https://www.solotodo.cl/products/126625-sony-ps4-slim-500-gb-horizon-zero-dawn-ratchet-clank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,549990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990
63761,Nintendo Switch Lite Yellow,Nintendo Switch Lite Yellow,224844,219990,-4854,2,32 GB,Portátil,No posee,https://www.solotodo.cl/products/63761-nintendo-switch-lite-yellow,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,229990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,229990,229990,229990,229990,229990,229990,229990,174990,239990,239990,239990,239990,239900,239990,239990,239990,227990,216990,216990,227990,227990,227990,219990,219990,219990,204990,204990,204990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,227990,239900,239900,239900,239900,239900,239900,239900,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,229000,219990,219990,219990,219990,219990,219990,219990,229000,219990,219990
133946,Sony PlayStation 5 (Blu-Ray / Glacier White) + Horizon Forbidden West,Sony PlayStation 5,762235,749990,-12245,2,825 GB,Sobremesa,Horizon Forbidden West,https://www.solotodo.cl/products/133946-sony-playstation-5-blu-ray-glacier-white-horizon-forbidden-west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799990,799990,799990,799990,799990,799990,799990,799990,799990,799990,799990,799990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990,749990
63763,Nintendo Switch Lite Turquoise,Nintendo Switch Lite Turquoise,213393,209990,-3403,2,32 GB,Portátil,No posee,https://www.solotodo.cl/products/63763-nintendo-switch-lite-turquoise,209990,209990,209990,209990,209990,209990,209990,209990,209990,214990,214990,214990,219990,219990,219990,219990,219990,219990,219990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,214990,209990,209990,209990,209990,200990,209990,209990,209990,214990,214990,214990,219990,219990,219990,219990,219990,219990,224990,224990,224990,224990,224990,224990,224990,224990,224990,224990,234990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,219990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,209990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,209990,209990,209990
134409,Nintendo Switch Lite Coral + Kirby and the Forgotten Land,Nintendo Switch Lite Coral,253879,249990,-3889,2,32 GB,Portátil,Kirby and the Forgotten Land,https://www.solotodo.cl/products/134409-nintendo-switch-lite-coral-kirby-and-the-forgotten-land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269990,269990,269990,269990,269990,269990,269990,,,,,,,,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990
134410,Nintendo Switch OLED White + Kirby and the Forgotten Land,Nintendo Switch OLED White,453879,449990,-3889,1,64 GB,Híbrida (Portátil y Sobremesa),Kirby and the Forgotten Land,https://www.solotodo.cl/products/134410-nintendo-switch-oled-white-kirby-and-the-forgotten-land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469990,469990,469990,469990,469990,469990,469990,,,,,,,,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990,449990
36165,Nintendo Switch Joy-Con Neon,Nintendo Switch Joy-Con Neon,361052,360000,-1052,0,32 GB,Híbrida (Portátil y Sobremesa),No posee,https://www.solotodo.cl/products/36165-nintendo-switch-joy-con-neon,,,,,,,,,,,,,,,,,,,,,,,,389990,,,,,,,,,,,,,,,,,389990,,,,,,389990,389990,,,,,,,,,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,359990,389990,359990,359990,359990,359990,359990,359990,359990,335990,335990,335990,335990,335990,335990,335990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,389990,389990,389990,389990,369990,369990,369990,369990,369990,369990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,359990,359990,339990,339990,339990,339990,360000,360000,360000,344990,360000,379990,360000,360000
124831,Sony PlayStation 5 (Blu-Ray / Glacier White) + Audífonos PlayStation + Control Adicional,Sony PlayStation 5,895990,895990,0,0,825 GB,Sobremesa,"Audífonos PlayStation
Control Adicional",https://www.solotodo.cl/products/124831-sony-playstation-5-blu-ray-glacier-white-audifonos-playstation-control-adicional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,,,,,,895990,895990,895990,,,,,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,,,,,,,,,,,,,,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990,895990
128349,Nintendo DSi Polar White + Brain Age Collection,Nintendo DSi Polar White,149990,149990,0,0,"0,3 GB",Portátil,Brain Age Collection,https://www.solotodo.cl/products/128349-nintendo-dsi-polar-white-brain-age-collection,,,,,,,,,,,,,,,,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990
83187,Nintendo Switch Lite Gray + Estuche Mario Kart,Nintendo Switch Lite Gray,269990,269990,0,0,32 GB,Portátil,Estuche Mario Kart,https://www.solotodo.cl/products/83187-nintendo-switch-lite-gray-estuche-mario-kart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269990,269990,269990,269990,269990,269990,269990,269990,269990
133030,Sony PS3 Super Slim 250 GB (Azul),Sony PlayStation 3 Super Slim 250 GB,499990,499990,0,0,250 GB,Sobremesa,No posee,https://www.solotodo.cl/products/133030-sony-ps3-super-slim-250-gb-azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990
132462,Sony PS4 500 GB + Cyberpunk 2077,Sony PlayStation 4 500 GB,559990,559990,0,0,500 GB,Sobremesa,Cyberpunk 2077,https://www.solotodo.cl/products/132462-sony-ps4-500-gb-cyberpunk-2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559990,559990,559990,559990,559990,559990,,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,,,,559990,,559990,559990,,,,,559990,559990,559990,,559990,,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,,559990,559990,559990,559990,559990,559990,559990,,559990,,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990,559990
134411,Nintendo Switch Refresh Neon + Kirby and the Forgotten Land,Nintendo Switch Refresh Neon,399990,399990,0,0,32 GB,Híbrida (Portátil y Sobremesa),Kirby and the Forgotten Land,https://www.solotodo.cl/products/134411-nintendo-switch-refresh-neon-kirby-and-the-forgotten-land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399990,399990,399990,399990,399990,399990,399990,,,,,,,,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990
134408,Sony PlayStation 5 (Blu-Ray / Glacier White) + Control Adicional Dualsense (Midnight Black) + Control Remoto + Horizon Forbidden West,Sony PlayStation 5,979990,979990,0,0,825 GB,Sobremesa,"Control Adicional Dualsense (Midnight Black)
Control Remoto
Horizon Forbidden West",https://www.solotodo.cl/products/134408-sony-playstation-5-blu-ray-glacier-white-control-adicional-dualsense-midnight-black-control-remoto-horizon-forbidden-west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990,979990
128348,Nintendo DSi Matte Black,Nintendo DSi Matte Black,149990,149990,0,0,"0,3 GB",Portátil,No posee,https://www.solotodo.cl/products/128348-nintendo-dsi-matte-black,,,,,,,,,,,,,,,,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990,149990
140554,Nintendo Switch OLED White + Super Mario 3D World + Bowser's Fury,Nintendo Switch OLED White,529990,529990,0,0,64 GB,Híbrida (Portátil y Sobremesa),Super Mario 3D World + Bowser's Fury,https://www.solotodo.cl/products/140554-nintendo-switch-oled-white-super-mario-3d-world-bowsers-fury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529990,529990,529990
61800,Nintendo Switch Joy-Con Neon + Mica de Vidrio + Super Mario Odyssey,Nintendo Switch Joy-Con Neon,499990,499990,0,0,32 GB,Híbrida (Portátil y Sobremesa),"Mica de Vidrio
Super Mario Odyssey",https://www.solotodo.cl/products/61800-nintendo-switch-joy-con-neon-mica-de-vidrio-super-mario-odyssey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990
36293,Sony PS4 Slim 500 GB + The Last Of Us,Sony PlayStation 4 Slim 500 GB,499990,499990,0,0,500 GB,Sobremesa,The Last of Us,https://www.solotodo.cl/products/36293-sony-ps4-slim-500-gb-the-last-of-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990
61787,Nintendo Switch Joy-Con Neon + Mica de Vidrio + Super Smash Bros. Ultimate,Nintendo Switch Joy-Con Neon,499990,499990,0,0,32 GB,Híbrida (Portátil y Sobremesa),"Mica de Vidrio
Super Smash Bros. Ultimate",https://www.solotodo.cl/products/61787-nintendo-switch-joy-con-neon-mica-de-vidrio-super-smash-bros-ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990
61780,Nintendo Switch Joy-Con Neon + Mario Kart 8 Deluxe + Mica de Vidrio,Nintendo Switch Joy-Con Neon,499990,499990,0,0,32 GB,Híbrida (Portátil y Sobremesa),"Mario Kart 8 Deluxe
Mica de Vidrio",https://www.solotodo.cl/products/61780-nintendo-switch-joy-con-neon-mario-kart-8-deluxe-mica-de-vidrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990
61788,Nintendo Switch Joy-Con Neon + Mica de Vidrio + Super Mario Bros. U Deluxe,Nintendo Switch Joy-Con Neon,499990,499990,0,0,32 GB,Híbrida (Portátil y Sobremesa),"Mica de Vidrio
Super Mario Bros. U Deluxe",https://www.solotodo.cl/products/61788-nintendo-switch-joy-con-neon-mica-de-vidrio-super-mario-bros-u-deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990
61779,Nintendo Switch Joy-Con Neon + Mica de Vidrio + Yoshi's Crafted World,Nintendo Switch Joy-Con Neon,499990,499990,0,0,32 GB,Híbrida (Portátil y Sobremesa),"Mica de Vidrio
Yoshi's Crafted World",https://www.solotodo.cl/products/61779-nintendo-switch-joy-con-neon-mica-de-vidrio-yoshis-crafted-world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990
140553,Nintendo Switch Refresh Neon + Pokémon Legends Arceus,Nintendo Switch Refresh Neon,459990,459990,0,0,32 GB,Híbrida (Portátil y Sobremesa),Pokémon Legends Arceus,https://www.solotodo.cl/products/140553-nintendo-switch-refresh-neon-pokemon-legends-arceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459990,459990,459990
133651,Nintendo Switch OLED White + Metroid Dread,Nintendo Switch OLED White,498686,499990,1304,-0,64 GB,Híbrida (Portátil y Sobremesa),Metroid Dread,https://www.solotodo.cl/products/133651-nintendo-switch-oled-white-metroid-dread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489990,,,489990,,,,489990,489990,489990,,489990,,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990
54534,Sony PS Classic (con 20 Juegos Clasicos),Sony PlayStation Classic,198225,199990,1765,-1,16 GB,Sobremesa,20 Juegos Clásicos PS Classic,https://www.solotodo.cl/products/54534-sony-ps-classic-con-20-juegos-clasicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,199990,,,,,,,,,,,199990,199990,199990,199990,199990,199990,199990,199990
36572,Sony PS4 Slim 500 GB + Horizon: Zero Dawn,Sony PlayStation 4 Slim 500 GB,494068,499990,5922,-1,500 GB,Sobremesa,Horizon: Zero Dawn,https://www.solotodo.cl/products/36572-sony-ps4-slim-500-gb-horizon-zero-dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,469990,469990,469990,438990,438990,438990,438990,438990,438990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990
120718,Sony PS3 Slim 250 GB (Negra),Sony PlayStation 3 Slim 250 GB,246336,249990,3654,-1,250 GB,Sobremesa,No posee,https://www.solotodo.cl/products/120718-sony-ps3-slim-250-gb-negra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249990,249990,249990,249990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,239990,249990,249990,249990,249990,249990,,,,,,,,,,,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,249990,,249990,249990
32353,Nintendo Switch Joy-Con Gris,Nintendo Switch Joy-Con Gris,392229,399990,7761,-2,32 GB,Híbrida (Portátil y Sobremesa),No posee,https://www.solotodo.cl/products/32353-nintendo-switch-joy-con-gris,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,379990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990,399990
39196,Sony PS4 Slim 500 GB + Ratchet & Clank,Sony PlayStation 4 Slim 500 GB,518501,529990,11489,-2,500 GB,Sobremesa,Ratchet & Clank,https://www.solotodo.cl/products/39196-sony-ps4-slim-500-gb-ratchet-clank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,499990,499990,499990,499990,499990,499990,499990,499990,,499990,499990,499990,499990,499990,499990,499990,499990,499990,529990,529990,529990,529990,529990,,,,,,,,,,,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,529990,,529990,529990
84247,Nintendo Switch Refresh Neon + Animal Crossing: New Horizons,Nintendo Switch Refresh Neon,420657,429990,9333,-2,32 GB,Híbrida (Portátil y Sobremesa),Animal Crossing: New Horizons,https://www.solotodo.cl/products/84247-nintendo-switch-refresh-neon-animal-crossing-new-horizons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359990,359990,359990,359990,,,,,,,,,,,,,,,,,,,,,,,,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990,429990
89900,Sony PS4 Slim 1 TB Mega Pack [Horizon: Zero Dawn + Spider-Man + Ratchet & Clank],Sony PlayStation 4 Slim 1 TB,604715,619990,15275,-3,1000 GB,Sobremesa,"Horizon: Zero Dawn Complete Edition
Membresía PlayStation Plus (3 meses)
Ratchet & Clank
Spider-Man",https://www.solotodo.cl/products/89900-sony-ps4-slim-1-tb-mega-pack-horizon-zero-dawn-spider-man-ratchet-clank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,589990,589990,589990,589990,589990,589990,589990,589990,589990,589990,,,,,,,,,,,639990,589990,589990,550990,550990,550990,550990,550990,550990,,589990,589990,589990,619990,619990,599990,599990,599990,599990,649990,619990,619990,599990,599990,,,,,,,,,,,599990,599990,599990,599990,599990,599990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,619990,,619990,619990
