id,name,type,screen,size,hearth rate,waterproof,conectividad,url,price,diff price,23/11/21,24/11/21,25/11/21,26/11/21
88320,Apple Watch 6 44mm (GPS Only / Sport Band / Blue) [M00J3BE/A],Smartwatch,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88320-apple-watch-6-44mm-gps-only-sport-band-blue-m00j3bea,399990,0,399990.0,399990.0,399990.0,399990
88112,Apple Watch 6 40mm (GPS Only / Sport Band / Space Gray) [MG133BE/A],Smartwatch,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88112-apple-watch-6-40mm-gps-only-sport-band-space-gray-mg133bea,399990,0,399990.0,399990.0,399990.0,399990
69131,Apple Watch 5 40mm - Silver (MWV62CI/A),Smartwatch,"OLED 1,6"" táctil (324x394 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/69131-apple-watch-5-40mm-silver-mwv62cia,384990,5000,379990.0,379990.0,399990.0,379990
92060,Apple Watch SE 44mm (GPS + Cellular / Sport Band / Silver) [MYEV2BE/A],Smartwatch,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
GSM
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/92060-apple-watch-se-44mm-gps-cellular-sport-band-silver-myev2bea,379990,0,379990.0,379990.0,379990.0,379990
92600,Apple Watch SE Nike 44mm (GPS + Cellular / Sport Band / Silver / Pure Platinum Black) [MG083BE/A],Smartwatch,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
GSM
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/92600-apple-watch-se-nike-44mm-gps-cellular-sport-band-silver-pure-platinum-black-mg083bea,379990,0,379990.0,379990.0,379990.0,379990
91426,Apple Watch 6 44mm (GPS + Cellular / Sport Band / Pink Sand) [MG2D3BE/A),Smartwatch,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/91426-apple-watch-6-44mm-gps-cellular-sport-band-pink-sand-mg2d3bea,379990,0,379990.0,379990.0,379990.0,379990
69130,Apple Watch 5 40mm - Gold (MWV72CI/A),Smartwatch,"OLED 1,6"" táctil (324x394 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/69130-apple-watch-5-40mm-gold-mwv72cia,379990,0,,,,379990
69129,Apple Watch 5 40mm - Space Gray (MWV82CI/A),Smartwatch,"OLED 1,6"" táctil (324x394 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/69129-apple-watch-5-40mm-space-gray-mwv82cia,379990,0,379990.0,379990.0,379990.0,379990
91813,Apple Watch SE 44mm (GPS + Cellular / Sport Band / Pink Sand) [MYEX2BE/A],Smartwatch,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
GSM
LTE
NFC
Wi-Fi",https://www.solotodo.cl/products/91813-apple-watch-se-44mm-gps-cellular-sport-band-pink-sand-myex2bea,379990,0,379990.0,379990.0,379990.0,379990
88110,Apple Watch 6 40mm (GPS Only / Sport Band / Product RED) [M00A3BE/A],Smartwatch,"Retina LTPO OLED 1,8"" táctil (368x448 px.)",M,Sí,Sí,"Bluetooth Low Energy (LE) 5.0
NFC
Wi-Fi",https://www.solotodo.cl/products/88110-apple-watch-6-40mm-gps-only-sport-band-product-red-m00a3bea,369990,0,369990.0,369990.0,369990.0,369990
